freq,landuse,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,L0008,KM2,AL	: 	: 	: 	: 	: 	: 	: 	: 	28106 e	28106 e	28106 e	28106 e
A,L0008,KM2,AL0	: 	: 	: 	: 	: 	: 	: 	: 	28106 e	28106 e	28106 e	28106 e
A,L0008,KM2,AL01	: 	: 	: 	: 	: 	: 	: 	: 	10509 e	10509 e	10509 e	10509 e
A,L0008,KM2,AL011	: 	: 	: 	: 	: 	: 	: 	: 	1638 e	1638 e	1638 e	1638 e
A,L0008,KM2,AL012	: 	: 	: 	: 	: 	: 	: 	: 	3315 e	3315 e	3315 e	3315 e
A,L0008,KM2,AL013	: 	: 	: 	: 	: 	: 	: 	: 	2455 e	2455 e	2455 e	2455 e
A,L0008,KM2,AL014	: 	: 	: 	: 	: 	: 	: 	: 	2339 e	2339 e	2339 e	2339 e
A,L0008,KM2,AL015	: 	: 	: 	: 	: 	: 	: 	: 	762 e	762 e	762 e	762 e
A,L0008,KM2,AL02	: 	: 	: 	: 	: 	: 	: 	: 	4934 e	4934 e	4934 e	4934 e
A,L0008,KM2,AL021	: 	: 	: 	: 	: 	: 	: 	: 	3293 e	3293 e	3293 e	3293 e
A,L0008,KM2,AL022	: 	: 	: 	: 	: 	: 	: 	: 	1641 e	1641 e	1641 e	1641 e
A,L0008,KM2,AL03	: 	: 	: 	: 	: 	: 	: 	: 	12663 e	12663 e	12663 e	12663 e
A,L0008,KM2,AL031	: 	: 	: 	: 	: 	: 	: 	: 	1809 e	1809 e	1809 e	1809 e
A,L0008,KM2,AL032	: 	: 	: 	: 	: 	: 	: 	: 	2863 e	2863 e	2863 e	2863 e
A,L0008,KM2,AL033	: 	: 	: 	: 	: 	: 	: 	: 	2629 e	2629 e	2629 e	2629 e
A,L0008,KM2,AL034	: 	: 	: 	: 	: 	: 	: 	: 	1787 e	1787 e	1787 e	1787 e
A,L0008,KM2,AL035	: 	: 	: 	: 	: 	: 	: 	: 	3575 e	3575 e	3575 e	3575 e
A,TOTAL,KM2,DEB3H	640 	640 	640 	640 	640 	640 	640 	640 	640 	640 	640 	640 
A,TOTAL,KM2,DEB3I	305 	305 	305 	305 	305 	305 	305 	305 	305 	305 	305 	305 
A,TOTAL,KM2,DEB3J	605 	605 	605 	605 	605 	605 	605 	605 	605 	605 	605 	605 
A,TOTAL,KM2,DEB3K	954 	954 	954 	954 	954 	954 	954 	954 	954 	954 	954 	954 
A,TOTAL,KM2,DEC	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 
A,TOTAL,KM2,DEC0	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 	2571 
A,TOTAL,KM2,DEC01	411 	411 	411 	411 	411 	411 	411 	411 	411 	411 	411 	411 
A,TOTAL,KM2,DEC02	557 	557 	557 	557 	557 	557 	557 	557 	557 	557 	557 	557 
A,TOTAL,KM2,DEC03	250 	250 	250 	250 	250 	250 	250 	250 	250 	250 	250 	250 
A,TOTAL,KM2,DEC04	459 	459 	459 	459 	459 	459 	459 	459 	459 	459 	459 	459 
A,TOTAL,KM2,DEC05	418 	418 	418 	418 	418 	418 	418 	418 	418 	418 	418 	418 
A,TOTAL,KM2,DEC06	476 	476 	476 	476 	476 	476 	476 	476 	476 	476 	476 	476 
A,TOTAL,KM2,DED	18450 	18450 	18450 	18450 	18450 	18450 	18450 	18450 	18450 	18450 	18450 	18450 
A,TOTAL,KM2,DED2	7944 	7944 	7944 	7944 	7944 	7944 	7944 	7944 	7944 	7944 	7944 	7944 
A,TOTAL,KM2,DED21	328 	328 	328 	328 	328 	328 	328 	328 	328 	328 	328 	328 
A,TOTAL,KM2,DED2C	2396 	2396 	2396 	2396 	2396 	2396 	2396 	2396 	2396 	2396 	2396 	2396 
A,TOTAL,KM2,DED2D	2111 	2111 	2111 	2111 	2111 	2111 	2111 	2111 	2111 	2111 	2111 	2111 
A,TOTAL,KM2,DED2E	1455 	1455 	1455 	1455 	1455 	1455 	1455 	1455 	1455 	1455 	1455 	1455 
A,TOTAL,KM2,DED2F	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 
A,TOTAL,KM2,DED4	6528 	6528 	6528 	6528 	6528 	6528 	6528 	6528 	6528 	6528 	6528 	6528 
A,TOTAL,KM2,DED41	221 	221 	221 	221 	221 	221 	221 	221 	221 	221 	221 	221 
A,TOTAL,KM2,DED42	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 
A,TOTAL,KM2,DED43	2117 	2117 	2117 	2117 	2117 	2117 	2117 	2117 	2117 	2117 	2117 	2117 
A,TOTAL,KM2,DED44	1412 	1412 	1412 	1412 	1412 	1412 	1412 	1412 	1412 	1412 	1412 	1412 
A,TOTAL,KM2,DED45	950 	950 	950 	950 	950 	950 	950 	950 	950 	950 	950 	950 
A,TOTAL,KM2,DED5	3978 	3978 	3978 	3978 	3978 	3978 	3978 	3978 	3978 	3978 	3978 	3978 
A,TOTAL,KM2,DED51	298 	298 	298 	298 	298 	298 	298 	298 	298 	298 	298 	298 
A,TOTAL,KM2,DED52	1651 	1651 	1651 	1651 	1651 	1651 	1651 	1651 	1651 	1651 	1651 	1651 
A,TOTAL,KM2,DED53	2029 	2029 	2029 	2029 	2029 	2029 	2029 	2029 	2029 	2029 	2029 	2029 
A,TOTAL,KM2,DEE	20452 	20452 	20452 	20452 	20452 	20454 	20454 	20454 	20454 	20454 	20454 	20454 
A,TOTAL,KM2,DEE0	20452 	20452 	20452 	20452 	20452 	20454 	20454 	20454 	20454 	20454 	20454 	20454 
A,TOTAL,KM2,DEE01	245 	245 	245 	245 	245 	245 	245 	245 	245 	245 	245 	245 
A,TOTAL,KM2,DEE02	135 	135 	135 	135 	135 	135 	135 	135 	135 	135 	135 	135 
A,TOTAL,KM2,DEE03	201 	201 	201 	201 	201 	201 	201 	201 	201 	201 	201 	201 
A,TOTAL,KM2,DEE04	2293 	2293 	2293 	2293 	2293 	2293 	2293 	2293 	2293 	2293 	2293 	2293 
A,TOTAL,KM2,DEE05	1454 	1454 	1454 	1454 	1454 	1454 	1454 	1454 	1454 	1454 	1454 	1454 
A,TOTAL,KM2,DEE06	1577 	1577 	1577 	1577 	1577 	1577 	1577 	1577 	1577 	1577 	1577 	1577 
A,TOTAL,KM2,DEE07	2367 	2367 	2367 	2367 	2367 	2367 	2367 	2367 	2367 	2367 	2367 	2367 
A,TOTAL,KM2,DEE08	1414 	1414 	1414 	1414 	1414 	1414 	1414 	1414 	1414 	1414 	1414 	1414 
A,TOTAL,KM2,DEE09	2105 	2105 	2105 	2105 	2105 	2105 	2105 	2105 	2105 	2105 	2105 	2105 
A,TOTAL,KM2,DEE0A	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 
A,TOTAL,KM2,DEE0B	1434 	1434 	1434 	1434 	1434 	1434 	1434 	1434 	1434 	1434 	1434 	1434 
A,TOTAL,KM2,DEE0C	1427 	1427 	1427 	1427 	1427 	1427 	1427 	1427 	1427 	1427 	1427 	1427 
A,TOTAL,KM2,DEE0D	2423 	2423 	2423 	2423 	2423 	2423 	2423 	2423 	2423 	2423 	2423 	2423 
A,TOTAL,KM2,DEE0E	1930 	1930 	1930 	1930 	1930 	1930 	1930 	1930 	1930 	1930 	1930 	1930 
A,TOTAL,KM2,DEF	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 
A,TOTAL,KM2,DEF0	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 	15802 
A,TOTAL,KM2,DEF01	57 	57 	57 	57 	57 	57 	57 	57 	57 	57 	57 	57 
A,TOTAL,KM2,DEF02	119 	119 	119 	119 	119 	119 	119 	119 	119 	119 	119 	119 
A,TOTAL,KM2,DEF03	214 	214 	214 	214 	214 	214 	214 	214 	214 	214 	214 	214 
A,TOTAL,KM2,DEF04	72 	72 	72 	72 	72 	72 	72 	72 	72 	72 	72 	72 
A,TOTAL,KM2,DEF05	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 
A,TOTAL,KM2,DEF06	1263 	1263 	1263 	1263 	1263 	1263 	1263 	1263 	1263 	1263 	1263 	1263 
A,TOTAL,KM2,DEF07	2083 	2083 	2083 	2083 	2083 	2083 	2083 	2083 	2083 	2083 	2083 	2083 
A,TOTAL,KM2,DEF08	1393 	1393 	1393 	1393 	1393 	1393 	1393 	1393 	1393 	1393 	1393 	1393 
A,TOTAL,KM2,DEF09	664 	664 	664 	664 	664 	664 	664 	664 	664 	664 	664 	664 
A,TOTAL,KM2,DEF0A	1083 	1083 	1083 	1083 	1083 	1083 	1083 	1083 	1083 	1083 	1083 	1083 
A,TOTAL,KM2,DEF0B	2189 	2189 	2189 	2189 	2189 	2189 	2189 	2189 	2189 	2189 	2189 	2189 
A,TOTAL,KM2,DEF0C	2071 	2071 	2071 	2071 	2071 	2071 	2071 	2071 	2071 	2071 	2071 	2071 
A,TOTAL,KM2,DEF0D	1344 	1344 	1344 	1344 	1344 	1344 	1344 	1344 	1344 	1344 	1344 	1344 
A,TOTAL,KM2,DEF0E	1056 	1056 	1056 	1056 	1056 	1056 	1056 	1056 	1056 	1056 	1056 	1056 
A,TOTAL,KM2,DEF0F	766 	766 	766 	766 	766 	766 	766 	766 	766 	766 	766 	766 
A,TOTAL,KM2,DEG	16202 	16202 	16202 	16202 	16202 	16201 	16201 	16201 	16201 	16201 	16201 	16201 
A,TOTAL,KM2,DEG0	16202 	16202 	16202 	16202 	16202 	16201 	16201 	16201 	16201 	16201 	16201 	16201 
A,TOTAL,KM2,DEG01	270 	270 	270 	270 	270 	270 	270 	270 	270 	270 	270 	270 
A,TOTAL,KM2,DEG02	152 	152 	152 	152 	152 	152 	152 	152 	152 	152 	152 	152 
A,TOTAL,KM2,DEG03	115 	115 	115 	115 	115 	115 	115 	115 	115 	115 	115 	115 
A,TOTAL,KM2,DEG04	103 	103 	103 	103 	103 	103 	103 	103 	103 	103 	103 	: z
A,TOTAL,KM2,DEG05	84 	84 	84 	84 	84 	84 	84 	84 	84 	84 	84 	84 
A,TOTAL,KM2,DEG06	943 	943 	943 	943 	943 	943 	943 	943 	943 	943 	943 	943 
A,TOTAL,KM2,DEG07	714 	714 	714 	714 	714 	714 	714 	714 	714 	714 	714 	714 
A,TOTAL,KM2,DEG09	980 	980 	980 	980 	980 	980 	980 	980 	980 	980 	980 	980 
A,TOTAL,KM2,DEG0A	1038 	1038 	1038 	1038 	1038 	1038 	1038 	1038 	1038 	1038 	1038 	1038 
A,TOTAL,KM2,DEG0B	1211 	1211 	1211 	1211 	1211 	1211 	1211 	1211 	1211 	1211 	1211 	: z
A,TOTAL,KM2,DEG0C	936 	936 	936 	936 	936 	936 	936 	936 	936 	936 	936 	936 
A,TOTAL,KM2,DEG0D	807 	807 	807 	807 	807 	807 	807 	807 	807 	807 	807 	807 
A,TOTAL,KM2,DEG0E	938 	938 	938 	938 	938 	938 	938 	938 	938 	938 	938 	938 
A,TOTAL,KM2,DEG0F	844 	844 	844 	844 	844 	844 	844 	844 	844 	844 	844 	: z
A,TOTAL,KM2,DEG0G	804 	804 	804 	804 	804 	804 	804 	804 	804 	804 	804 	804 
A,TOTAL,KM2,DEG0H	434 	434 	434 	434 	434 	434 	434 	434 	434 	434 	434 	: z
A,TOTAL,KM2,DEG0I	1036 	1036 	1036 	1036 	1036 	1036 	1036 	1036 	1036 	1036 	1036 	: z
A,TOTAL,KM2,DEG0J	815 	815 	815 	815 	815 	815 	815 	815 	815 	815 	815 	815 
A,TOTAL,KM2,DEG0K	1151 	1151 	1151 	1151 	1151 	1151 	1151 	1151 	1151 	1151 	1151 	1151 
A,TOTAL,KM2,DEG0L	846 	846 	846 	846 	846 	846 	846 	846 	846 	846 	846 	846 
A,TOTAL,KM2,DEG0M	569 	569 	569 	569 	569 	569 	569 	569 	569 	569 	569 	569 
A,TOTAL,KM2,DEG0N	104 	104 	104 	104 	104 	104 	104 	104 	104 	104 	104 	: z
A,TOTAL,KM2,DEG0P	1307 	1307 	1307 	1307 	1307 	1307 	1307 	1307 	1307 	1307 	1307 	: z
A,TOTAL,KM2,DEG0Q	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1251 
A,TOTAL,KM2,DEG0R	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1371 
A,TOTAL,KM2,DEG0S	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142 
A,TOTAL,KM2,DEG0T	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	805 
A,TOTAL,KM2,DEG0U	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1009 
A,TOTAL,KM2,DEG0V	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	461 
A,TOTAL,KM2,DK	42926 	42926 	42926 	42926 	42926 	42925 	42925 	42925 	42925 	42925 	42925 	42925 
A,TOTAL,KM2,DK0	42926 	42926 	42926 	42926 	42926 	42925 	42925 	42925 	42925 	42925 	42925 	42925 
A,TOTAL,KM2,DK01	2559 	2559 	2559 	2559 	2559 	2559 	2559 	2559 	2559 	2559 	2559 	2559 
A,TOTAL,KM2,DK011	180 	180 	180 	180 	180 	180 	180 	180 	180 	180 	180 	180 
A,TOTAL,KM2,DK012	342 	342 	342 	342 	342 	342 	342 	342 	342 	342 	342 	342 
A,TOTAL,KM2,DK013	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 	1449 
A,TOTAL,KM2,DK014	588 	588 	588 	588 	588 	588 	588 	588 	588 	588 	588 	588 
A,TOTAL,KM2,DK02	7224 	7224 	7224 	7224 	7224 	7224 	7224 	7224 	7224 	7224 	7224 	7224 
A,TOTAL,KM2,DK021	808 	808 	808 	808 	808 	808 	808 	808 	808 	808 	808 	808 
A,TOTAL,KM2,DK022	6416 	6416 	6416 	6416 	6416 	6416 	6416 	6416 	6416 	6416 	6416 	6416 
A,TOTAL,KM2,DK03	12256 	12256 	12256 	12256 	12256 	12256 	12256 	12256 	12256 	12256 	12256 	12256 
A,TOTAL,KM2,DK031	3479 	3479 	3479 	3479 	3479 	3479 	3479 	3479 	3479 	3479 	3479 	3479 
A,TOTAL,KM2,DK032	8777 	8777 	8777 	8777 	8777 	8777 	8777 	8777 	8777 	8777 	8777 	8777 
A,TOTAL,KM2,DK04	13007 	13007 	13007 	13007 	13007 	13007 	13007 	13007 	13007 	13007 	13007 	13007 
A,TOTAL,KM2,DK041	7165 	7165 	7165 	7165 	7165 	7165 	7165 	7165 	7165 	7165 	7165 	7165 
A,TOTAL,KM2,DK042	5842 	5842 	5842 	5842 	5842 	5842 	5842 	5842 	5842 	5842 	5842 	5842 
A,TOTAL,KM2,DK05	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 
A,TOTAL,KM2,DK050	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 	7879 
A,TOTAL,KM2,EE	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 
A,TOTAL,KM2,EE0	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 
A,TOTAL,KM2,EE00	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 	45336 
A,TOTAL,KM2,EE001	4338 	4338 	4338 	4338 	4338 	4338 	4338 	4338 	4327 	4327 	4327 	4327 
A,TOTAL,KM2,EE004	11193 	11193 	11193 	11193 	11193 	11193 	11193 	11193 	11204 	11204 	11204 	11204 
A,TOTAL,KM2,EE006	9068 	9068 	9068 	9068 	9068 	9068 	9068 	9068 	: z	: z	: z	: z
A,TOTAL,KM2,EE007	4019 	4019 	4019 	4019 	4019 	4019 	4019 	4019 	: z	: z	: z	: z
A,TOTAL,KM2,EE008	16718 	16718 	16718 	16718 	16718 	16718 	16718 	16718 	17216 	17216 	17216 	17216 
A,TOTAL,KM2,EE009	: z	: z	: z	: z	: z	: z	: z	: z	9135 	9135 	9135 	9135 
A,TOTAL,KM2,EE00A	: z	: z	: z	: z	: z	: z	: z	: z	3454 	3454 	3454 	3454 
A,TOTAL,KM2,EL	131692 	131692 	131692 	131692 	131692 	131694 	131694 	131694 	131694 	131694 	131694 	131694 
A,TOTAL,KM2,EL3	3816 	3816 	3816 	3816 	3816 	3817 	3817 	3817 	3817 	3817 	3817 	3817 
A,TOTAL,KM2,EL30	3816 	3816 	3816 	3816 	3816 	3817 	3817 	3817 	3817 	3817 	3817 	3817 
A,TOTAL,KM2,EL301	134 	134 	134 	134 	134 	134 	134 	134 	134 	134 	134 	134 
A,TOTAL,KM2,EL302	68 	68 	68 	68 	68 	68 	68 	68 	68 	68 	68 	68 
A,TOTAL,KM2,EL303	88 	88 	88 	88 	88 	88 	88 	88 	88 	88 	88 	88 
A,TOTAL,KM2,EL304	71 	71 	71 	71 	71 	71 	71 	71 	71 	71 	71 	71 
A,TOTAL,KM2,EL305	1515 	1515 	1515 	1515 	1515 	1515 	1515 	1515 	1515 	1515 	1515 	1515 
A,TOTAL,KM2,EL306	1005 	1005 	1005 	1005 	1005 	1005 	1005 	1005 	1005 	1005 	1005 	1005 
A,TOTAL,KM2,EL307	936 	936 	936 	936 	936 	936 	936 	936 	936 	936 	936 	936 
A,TOTAL,KM2,EL4	17505 	17505 	17505 	17505 	17505 	17505 	17505 	17505 	17505 	17505 	17505 	17505 
A,TOTAL,KM2,EL41	3848 	3848 	3848 	3848 	3848 	3848 	3848 	3848 	3848 	3848 	3848 	3848 
A,TOTAL,KM2,EL411	2161 	2161 	2161 	2161 	2161 	2161 	2161 	2161 	2161 	2161 	2161 	2161 
A,TOTAL,KM2,EL412	780 	780 	780 	780 	780 	780 	780 	780 	780 	780 	780 	780 
A,TOTAL,KM2,EL413	907 	907 	907 	907 	907 	907 	907 	907 	907 	907 	907 	907 
A,TOTAL,KM2,EL42	5311 	5311 	5311 	5311 	5311 	5311 	5311 	5311 	5311 	5311 	5311 	5311 
A,TOTAL,KM2,EL421	2712 	2712 	2712 	2712 	2712 	2712 	2712 	2712 	2712 	2712 	2712 	2712 
A,TOTAL,KM2,EL422	2599 	2599 	2599 	2599 	2599 	2599 	2599 	2599 	2599 	2599 	2599 	2599 
A,TOTAL,KM2,EL43	8346 	8346 	8346 	8346 	8346 	8346 	8346 	8346 	8346 	8346 	8346 	8346 
A,TOTAL,KM2,EL431	2642 	2642 	2642 	2642 	2642 	2642 	2642 	2642 	2642 	2642 	2642 	2642 
A,TOTAL,KM2,EL432	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 	1828 
A,TOTAL,KM2,EL433	1497 	1497 	1497 	1497 	1497 	1497 	1497 	1497 	1497 	1497 	1497 	1497 
A,TOTAL,KM2,EL434	2379 	2379 	2379 	2379 	2379 	2379 	2379 	2379 	2379 	2379 	2379 	2379 
A,TOTAL,KM2,EL5	51638 	51638 	51638 	51638 	51638 	51638 	51638 	51638 	51638 	51638 	51638 	51638 
A,TOTAL,KM2,EL51	14185 	14185 	14185 	14185 	14185 	14186 	14186 	14186 	14186 	14186 	14186 	14186 
A,TOTAL,KM2,EL511	4247 	4247 	4247 	4247 	4247 	4247 	4247 	4247 	4247 	4247 	4247 	4247 
A,TOTAL,KM2,EL512	1799 	1799 	1799 	1799 	1799 	1799 	1799 	1799 	1799 	1799 	1799 	1799 
A,TOTAL,KM2,EL513	2550 	2550 	2550 	2550 	2550 	2550 	2550 	2550 	2550 	2550 	2550 	2550 
A,TOTAL,KM2,EL514	3468 	3468 	3468 	3468 	3468 	3468 	3468 	3468 	3468 	3468 	3468 	3468 
A,TOTAL,KM2,EL515	2122 	2122 	2122 	2122 	2122 	2122 	2122 	2122 	2122 	2122 	2122 	2122 
A,TOTAL,KM2,EL52	18839 	18839 	18839 	18839 	18839 	18838 	18838 	18838 	18838 	18838 	18838 	18838 
A,TOTAL,KM2,EL521	1704 	1704 	1704 	1704 	1704 	1704 	1704 	1704 	1704 	1704 	1704 	1704 
A,TOTAL,KM2,EL522	3683 	3683 	3683 	3683 	3683 	3683 	3683 	3683 	3683 	3683 	3683 	3683 
A,TOTAL,KM2,EL523	2524 	2524 	2524 	2524 	2524 	2524 	2524 	2524 	2524 	2524 	2524 	2524 
A,TOTAL,KM2,EL524	2507 	2507 	2507 	2507 	2507 	2507 	2507 	2507 	2507 	2507 	2507 	2507 
A,TOTAL,KM2,EL525	1524 	1524 	1524 	1524 	1524 	1524 	1524 	1524 	1524 	1524 	1524 	1524 
A,TOTAL,KM2,EL526	3972 	3972 	3972 	3972 	3972 	3972 	3972 	3972 	3972 	3972 	3972 	3972 
A,TOTAL,KM2,EL527	2924 	2924 	2924 	2924 	2924 	2924 	2924 	2924 	2924 	2924 	2924 	2924 
A,TOTAL,KM2,EL53	9462 	9462 	9462 	9462 	9462 	9462 	9462 	9462 	9462 	9462 	9462 	9462 
A,TOTAL,KM2,EL531	5812 	5812 	5812 	5812 	5812 	5812 	5812 	5812 	5812 	5812 	5812 	5812 
A,TOTAL,KM2,EL532	1724 	1724 	1724 	1724 	1724 	1724 	1724 	1724 	1724 	1724 	1724 	1724 
A,TOTAL,KM2,EL533	1926 	1926 	1926 	1926 	1926 	1926 	1926 	1926 	1926 	1926 	1926 	1926 
A,TOTAL,KM2,EL54	9152 	9152 	9152 	9152 	9152 	9152 	9152 	9152 	9152 	9152 	9152 	9152 
A,TOTAL,KM2,EL541	2644 	2644 	2644 	2644 	2644 	2644 	2644 	2644 	2644 	2644 	2644 	2644 
A,TOTAL,KM2,EL542	1516 	1516 	1516 	1516 	1516 	1516 	1516 	1516 	1516 	1516 	1516 	1516 
A,TOTAL,KM2,EL543	4992 	4992 	4992 	4992 	4992 	4992 	4992 	4992 	4992 	4992 	4992 	4992 
A,TOTAL,KM2,EL6	58733 	58733 	58733 	58733 	58733 	58734 	58734 	58734 	58734 	58734 	58734 	58734 
A,TOTAL,KM2,EL61	14051 	14051 	14051 	14051 	14051 	14050 	14050 	14050 	14050 	14050 	14050 	14050 
A,TOTAL,KM2,EL611	6023 	6023 	6023 	6023 	6023 	6023 	6023 	6023 	6023 	6023 	6023 	6023 
A,TOTAL,KM2,EL612	5387 	5387 	5387 	5387 	5387 	5387 	5387 	5387 	5387 	5387 	5387 	5387 
A,TOTAL,KM2,EL613	2640 	2640 	2640 	2640 	2640 	2640 	2640 	2640 	2640 	2640 	2640 	2640 
A,TOTAL,KM2,EL62	2301 	2301 	2301 	2301 	2301 	2301 	2301 	2301 	2301 	2301 	2301 	2301 
A,TOTAL,KM2,EL621	407 	407 	407 	407 	407 	407 	407 	407 	407 	407 	407 	407 
A,TOTAL,KM2,EL622	637 	637 	637 	637 	637 	637 	637 	637 	637 	637 	637 	637 
A,TOTAL,KM2,EL623	903 	903 	903 	903 	903 	903 	903 	903 	903 	903 	903 	903 
A,TOTAL,KM2,EL624	354 	354 	354 	354 	354 	354 	354 	354 	354 	354 	354 	354 
A,TOTAL,KM2,EL63	11313 	11313 	11313 	11313 	11313 	11314 	11314 	11314 	11314 	11314 	11314 	11314 
A,TOTAL,KM2,EL631	5419 	5419 	5419 	5419 	5419 	5419 	5419 	5419 	5419 	5419 	5419 	5419 
A,TOTAL,KM2,EL632	3273 	3273 	3273 	3273 	3273 	3273 	3273 	3273 	3273 	3273 	3273 	3273 
A,TOTAL,KM2,EL633	2622 	2622 	2622 	2622 	2622 	2622 	2622 	2622 	2622 	2622 	2622 	2622 
A,TOTAL,KM2,EL64	15560 	15560 	15560 	15560 	15560 	15560 	15560 	15560 	15560 	15560 	15560 	15560 
A,TOTAL,KM2,EL641	2955 	2955 	2955 	2955 	2955 	2955 	2955 	2955 	2955 	2955 	2955 	2955 
A,TOTAL,KM2,EL642	4167 	4167 	4167 	4167 	4167 	4167 	4167 	4167 	4167 	4167 	4167 	4167 
A,TOTAL,KM2,EL643	1870 	1870 	1870 	1870 	1870 	1870 	1870 	1870 	1870 	1870 	1870 	1870 
A,TOTAL,KM2,EL644	4442 	4442 	4442 	4442 	4442 	4442 	4442 	4442 	4442 	4442 	4442 	4442 
A,TOTAL,KM2,EL645	2126 	2126 	2126 	2126 	2126 	2126 	2126 	2126 	2126 	2126 	2126 	2126 
A,TOTAL,KM2,EL65	15508 	15508 	15508 	15508 	15508 	15509 	15509 	15509 	15509 	15509 	15509 	15509 
A,TOTAL,KM2,EL651	6576 	6576 	6576 	6576 	6576 	6576 	6576 	6576 	6576 	6576 	6576 	6576 
A,TOTAL,KM2,EL652	2295 	2295 	2295 	2295 	2295 	2295 	2295 	2295 	2295 	2295 	2295 	2295 
A,TOTAL,KM2,EL653	6638 	6638 	6638 	6638 	6638 	6638 	6638 	6638 	6638 	6638 	6638 	6638 
A,TOTAL,KM2,ES	505983 	505983 	505983 	505983 	505983 	505983 	505983 	505983 	505983 	505983 	505983 	505983 
A,TOTAL,KM2,ES1	45498 	45498 	45498 	45498 	45498 	45498 	45498 	45498 	45498 	45498 	45498 	45498 
A,TOTAL,KM2,ES11	29570 	29570 	29570 	29570 	29570 	29571 	29571 	29571 	29571 	29571 	29571 	29571 
A,TOTAL,KM2,ES111	7949 	7949 	7949 	7949 	7949 	7949 	7949 	7949 	7949 	7949 	7949 	7949 
A,TOTAL,KM2,ES112	9855 	9855 	9855 	9855 	9855 	9855 	9855 	9855 	9855 	9855 	9855 	9855 
A,TOTAL,KM2,ES113	7273 	7273 	7273 	7273 	7273 	7273 	7273 	7273 	7273 	7273 	7273 	7273 
A,TOTAL,KM2,ES114	4494 	4494 	4494 	4494 	4494 	4494 	4494 	4494 	4494 	4494 	4494 	4494 
A,TOTAL,KM2,ES12	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 
A,TOTAL,KM2,ES120	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 	10601 
A,TOTAL,KM2,ES13	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 
A,TOTAL,KM2,ES130	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 	5326 
A,TOTAL,KM2,ES2	70386 	70386 	70386 	70386 	70386 	70387 	70387 	70387 	70387 	70387 	70387 	70387 
A,TOTAL,KM2,ES21	7229 	7229 	7229 	7229 	7229 	7229 	7229 	7229 	7229 	7229 	7229 	7229 
A,TOTAL,KM2,ES211	3037 	3037 	3037 	3037 	3037 	3037 	3037 	3037 	3037 	3037 	3037 	3037 
A,TOTAL,KM2,ES212	1980 	1980 	1980 	1980 	1980 	1980 	1980 	1980 	1980 	1980 	1980 	1980 
A,TOTAL,KM2,ES213	2212 	2212 	2212 	2212 	2212 	2212 	2212 	2212 	2212 	2212 	2212 	2212 
A,TOTAL,KM2,ES22	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 
A,TOTAL,KM2,ES220	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 	10391 
A,TOTAL,KM2,ES23	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 
A,TOTAL,KM2,ES230	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 	5045 
A,TOTAL,KM2,ES24	47721 	47721 	47721 	47721 	47721 	47722 	47722 	47722 	47722 	47722 	47722 	47722 
