Lon	Lat	Year	Total
4.25	47.25	2020	8.716
-2.75	36.75	2020	0.612
9.75	46.25	2020	15.225
22.75	51.25	2020	3.937
14.75	56.25	2020	14.824
5.75	45.75	2020	10.118
12.75	48.25	2020	4.046
24.25	68.25	2020	16.368
19.75	50.25	2020	4.979
12.75	59.75	2020	18.505
6.25	44.25	2020	18.119
20.75	50.25	2020	1.624
19.75	53.75	2020	5.861
19.75	50.75	2020	7.566
16.75	64.25	2020	22.438
27.25	63.75	2020	15.163
-4.25	37.25	2020	2.063
-5.75	38.75	2020	0.921
26.25	60.75	2020	14.355
7.75	46.25	2020	3.585
30.25	64.25	2020	23.236
21.25	67.25	2020	17.657
28.25	61.75	2020	15.445
26.25	66.25	2020	35.724
11.75	48.25	2020	3.901
13.75	58.75	2020	7.274
-7.25	37.25	2020	0.806
15.25	61.25	2020	28.481
18.25	49.25	2020	11.832
7.25	52.25	2020	3.633
24.25	64.25	2020	16.678
21.75	49.75	2020	4.229
12.25	49.25	2020	10.897
-1.75	39.25	2020	0.316
18.25	52.25	2020	3.194
-2.75	37.75	2020	5.195
14.75	51.25	2020	7.022
27.25	64.75	2020	32.734
23.75	53.75	2020	2.984
27.75	66.75	2020	31.714
14.25	50.75	2020	8.118
17.75	65.75	2020	21.952
26.75	62.75	2020	11.956
20.25	66.25	2020	23.352
29.75	63.25	2020	13.782
-3.25	48.25	2020	4.247
19.25	65.75	2020	27.33
-1.25	43.75	2020	7.666
13.25	49.75	2020	6.311
25.25	66.25	2020	14.713
17.25	51.75	2020	3.259
2.25	50.75	2020	0.494
14.25	51.75	2020	7.307
5.25	50.25	2020	9.113
7.25	51.25	2020	4.752
1.25	43.75	2020	1.733
22.25	65.75	2020	14.192
17.25	62.25	2020	14.173
10.75	52.25	2020	3.505
29.75	67.75	2020	11.004
2.75	47.75	2020	5.348
16.25	63.75	2020	27.326
-2.75	41.25	2020	3.832
22.25	67.25	2020	18.749
0.75	48.25	2020	2.723
21.25	52.25	2020	6.746
15.75	57.25	2020	21.103
6.75	46.25	2020	10.318
-0.25	46.25	2020	2.05
19.25	52.75	2020	6.155
21.75	52.25	2020	4.508
-0.75	44.25	2020	20.239
18.25	65.75	2020	21.031
-0.75	48.25	2020	0.962
2.25	48.75	2020	2.716
4.75	43.75	2020	1.263
22.75	67.75	2020	22.309
-1.75	48.25	2020	1.031
29.75	66.25	2020	12.256
25.75	66.25	2020	35.999
28.25	65.25	2020	35.559
0.75	49.75	2020	1.133
24.25	67.75	2020	33.28
22.75	60.25	2020	12.034
29.75	65.25	2020	18.614
1.75	47.25	2020	8.379
6.25	45.25	2020	10.83
-5.25	41.75	2020	0.563
0.25	48.25	2020	1.658
2.75	49.25	2020	4.393
16.75	64.75	2020	20.254
29.75	64.25	2020	20.87
17.75	64.75	2020	21.865
8.75	46.75	2020	7.36
16.25	50.75	2020	7.567
16.75	58.25	2020	11.093
-3.75	37.25	2020	1.927
30.75	62.75	2020	17.68
15.25	58.75	2020	14.346
-2.25	41.75	2020	3.241
11.25	49.75	2020	8.423
-6.75	40.25	2020	4.206
4.25	44.75	2020	15.987
1.25	46.25	2020	4.745
16.75	50.75	2020	2.878
8.75	51.25	2020	9.906
13.75	57.25	2020	15.954
17.25	54.25	2020	9.886
28.75	64.75	2020	19.245
28.75	61.25	2020	12.043
13.25	59.25	2020	6.387
17.75	60.25	2020	14.153
16.25	53.75	2020	8.896
-5.25	42.25	2020	0.263
29.25	63.25	2020	14.183
-5.75	40.25	2020	5.324
-0.25	49.25	2020	0.261
12.75	59.25	2020	14.871
10.25	53.25	2020	9.706
9.75	48.25	2020	5.894
8.75	51.75	2020	5.902
18.25	59.25	2020	8.234
27.75	61.75	2020	24.5
6.25	51.25	2020	2.322
24.75	64.75	2020	12.751
15.25	56.25	2020	10.918
12.25	59.75	2020	17.19
14.25	62.75	2020	20.422
-6.25	40.75	2020	4.805
6.25	52.75	2020	3.398
3.75	48.75	2020	4.334
26.25	65.75	2020	31.323
10.25	54.25	2020	1.56
9.75	51.25	2020	9.566
-0.25	43.75	2020	5.459
25.75	62.25	2020	13.985
18.75	65.25	2020	24.432
13.25	60.75	2020	26.113
-4.75	43.25	2020	8.803
22.75	62.75	2020	12.652
18.25	62.75	2020	7.399
19.75	52.25	2020	1.994
27.25	66.75	2020	31.603
14.75	53.75	2020	10.407
17.25	63.75	2020	24.233
18.75	63.25	2020	15.521
27.25	61.25	2020	14.981
17.75	54.25	2020	14.265
-5.25	36.25	2020	1.23
14.25	58.25	2020	8.274
2.75	43.75	2020	11.951
11.75	47.75	2020	11.416
17.75	64.25	2020	22.417
2.75	45.75	2020	12.045
2.25	42.75	2020	14.462
23.25	62.25	2020	20.217
15.75	61.75	2020	22.865
16.25	62.75	2020	27.11
6.25	48.25	2020	8.594
21.25	49.25	2020	9.072
25.25	60.25	2020	4.345
3.75	46.25	2020	5.272
20.25	66.75	2020	16.806
-7.25	38.75	2020	0.831
1.25	42.25	2020	18.706
18.25	63.75	2020	29.197
12.25	52.25	2020	9.108
15.25	59.75	2020	18.722
13.75	61.75	2020	23.622
18.25	54.25	2020	5.815
-0.75	39.25	2020	2.201
20.75	64.75	2020	22.028
29.25	61.75	2020	10.879
-4.25	40.25	2020	2.048
27.75	67.25	2020	33.372
23.25	61.75	2020	13.289
-1.25	42.25	2020	2.998
30.75	63.25	2020	17.478
13.75	62.25	2020	26.85
28.25	62.25	2020	12.131
18.75	52.25	2020	2.04
5.75	49.75	2020	9.901
0.75	48.75	2020	5.486
9.25	45.75	2020	5.934
4.75	44.75	2020	8.657
19.25	51.25	2020	4.804
20.25	65.75	2020	24.168
14.25	59.75	2020	16.434
10.75	51.25	2020	2.827
14.75	60.25	2020	22.081
4.75	51.25	2020	4.884
7.75	53.25	2020	1.212
28.75	63.25	2020	21.663
21.75	52.75	2020	7.643
7.25	49.75	2020	10.737
16.75	59.25	2020	10.154
28.25	61.25	2020	9.103
28.25	64.75	2020	38.383
4.75	47.25	2020	10.748
11.75	59.75	2020	6.418
11.25	48.25	2020	4.797
0.75	42.75	2020	11.746
5.75	51.25	2020	5.73
14.75	51.75	2020	10.405
9.25	50.75	2020	8.318
0.25	41.75	2020	0.604
19.75	51.75	2020	3.609
17.75	52.25	2020	3.372
21.75	49.25	2020	9.662
-0.25	44.25	2020	18.585
-1.75	47.75	2020	1.636
18.25	60.25	2020	10.813
15.75	54.25	2020	1.235
3.25	46.75	2020	5.576
14.25	55.75	2020	3.0
11.25	47.75	2020	8.533
5.25	47.25	2020	5.537
9.25	51.25	2020	6.663
17.75	54.75	2020	5.003
13.75	62.75	2020	14.34
6.25	46.25	2020	6.421
22.25	66.25	2020	21.067
-2.75	37.25	2020	5.465
21.75	53.25	2020	7.75
23.25	66.75	2020	21.342
18.75	51.25	2020	5.024
7.25	45.75	2020	7.498
20.75	49.75	2020	6.181
18.75	54.25	2020	1.668
-3.75	41.75	2020	1.811
10.25	48.75	2020	7.139
18.75	67.25	2020	7.873
15.75	50.75	2020	10.553
14.25	49.75	2020	6.706
5.25	51.75	2020	1.672
-2.75	38.75	2020	2.648
17.75	59.25	2020	8.23
15.25	63.75	2020	22.612
0.25	45.75	2020	5.575
16.75	62.25	2020	21.172
21.75	50.75	2020	4.666
14.75	59.75	2020	19.249
0.75	41.25	2020	4.978
4.75	48.25	2020	9.816
6.75	47.25	2020	11.851
26.25	63.25	2020	20.858
12.25	61.75	2020	10.092
2.25	46.25	2020	3.144
1.25	41.25	2020	2.957
3.25	49.25	2020	4.816
-1.25	43.25	2020	8.091
-1.75	40.75	2020	7.909
4.25	46.75	2020	5.857
20.75	65.75	2020	23.592
-7.25	38.25	2020	1.242
6.75	50.75	2020	3.472
17.25	59.75	2020	9.657
15.75	60.75	2020	18.155
16.25	58.25	2020	14.799
21.25	66.25	2020	21.768
0.75	41.75	2020	2.604
9.25	54.25	2020	1.271
15.75	53.75	2020	6.498
-5.25	37.75	2020	1.542
27.25	62.25	2020	15.987
16.25	60.25	2020	15.389
9.25	46.75	2020	8.721
9.25	54.75	2020	1.852
1.75	44.75	2020	8.895
17.75	51.25	2020	6.154
2.75	44.75	2020	11.325
15.25	60.75	2020	22.06
14.75	61.25	2020	23.687
15.75	49.75	2020	5.058
-3.75	40.25	2020	0.364
15.75	57.75	2020	19.752
7.75	47.25	2020	6.474
-5.25	38.25	2020	3.38
10.25	47.75	2020	5.434
25.75	62.75	2020	15.219
6.75	50.25	2020	10.896
-6.75	38.25	2020	3.244
11.25	47.25	2020	14.059
9.25	42.75	2020	1.291
16.75	63.25	2020	27.404
20.25	51.75	2020	3.996
13.25	63.75	2020	10.668
-5.75	36.25	2020	2.855
-1.75	46.75	2020	0.491
15.75	53.25	2020	10.902
22.75	52.25	2020	4.936
27.75	68.25	2020	14.354
6.25	52.25	2020	4.127
17.75	49.75	2020	6.172
10.25	47.25	2020	9.622
-1.75	42.25	2020	0.501
25.75	67.25	2020	34.651
18.75	63.75	2020	24.843
6.25	53.25	2020	0.697
-0.25	41.75	2020	1.103
0.75	47.75	2020	2.747
27.75	63.75	2020	19.724
0.25	43.75	2020	1.633
17.75	52.75	2020	2.721
15.25	61.75	2020	29.812
17.75	49.25	2020	7.941
29.25	61.25	2020	6.354
15.75	62.25	2020	26.848
8.25	47.75	2020	10.898
21.75	67.25	2020	20.818
-0.25	48.75	2020	2.42
15.25	64.75	2020	13.673
13.25	48.25	2020	4.774
5.75	44.75	2020	15.315
14.25	57.75	2020	15.733
23.25	53.25	2020	8.972
30.25	63.75	2020	12.623
9.25	52.75	2020	3.525
16.25	51.75	2020	5.802
11.75	50.75	2020	8.367
22.75	51.75	2020	5.74
3.25	45.75	2020	4.998
28.75	67.25	2020	31.507
21.75	66.25	2020	22.256
-3.25	38.25	2020	1.864
24.75	63.25	2020	19.374
11.25	52.25	2020	4.188
28.25	67.75	2020	25.253
7.25	46.25	2020	10.912
-3.75	43.25	2020	6.872
22.25	50.75	2020	11.656
18.75	50.25	2020	5.977
12.75	53.25	2020	9.944
10.25	52.75	2020	16.047
9.25	41.75	2020	4.874
9.75	47.75	2020	4.095
-5.25	41.25	2020	0.233
21.25	67.75	2020	17.336
21.75	61.25	2020	12.326
13.25	58.25	2020	7.851
7.25	43.75	2020	6.37
0.25	43.25	2020	6.24
29.25	63.75	2020	34.589
14.25	64.25	2020	9.113
16.25	61.25	2020	17.618
-7.25	42.25	2020	7.956
23.75	63.25	2020	13.996
5.25	45.25	2020	7.919
-6.25	40.25	2020	3.241
-3.75	40.75	2020	4.836
13.25	57.75	2020	15.859
13.75	58.25	2020	9.697
0.25	40.75	2020	6.675
13.25	62.75	2020	12.886
18.25	51.75	2020	3.811
-3.75	48.25	2020	3.936
-0.75	38.25	2020	0.482
21.75	67.75	2020	16.878
-2.75	41.75	2020	9.748
26.75	66.75	2020	34.952
8.75	53.25	2020	1.268
-2.25	38.25	2020	7.54
-8.75	42.75	2020	8.026
11.75	51.75	2020	0.616
17.75	65.25	2020	20.197
-1.75	40.25	2020	15.397
22.25	52.75	2020	4.674
-1.25	38.75	2020	2.154
17.75	66.25	2020	15.996
14.25	62.25	2020	23.426
8.75	48.25	2020	11.821
1.75	42.25	2020	17.813
8.25	48.25	2020	13.542
17.75	53.75	2020	9.907
21.25	51.75	2020	6.773
13.25	61.25	2020	22.438
16.75	59.75	2020	10.76
1.25	46.75	2020	4.638
19.25	63.75	2020	24.872
17.25	52.25	2020	3.602
6.25	51.75	2020	1.984
10.75	51.75	2020	10.388
4.75	44.25	2020	4.367
3.25	46.25	2020	3.05
28.25	67.25	2020	32.592
12.75	51.25	2020	3.178
11.25	52.75	2020	5.449
18.25	54.75	2020	5.303
0.75	45.25	2020	9.46
-1.25	37.75	2020	0.484
20.75	66.75	2020	17.323
8.25	50.75	2020	10.808
20.75	67.25	2020	20.822
16.25	64.75	2020	18.444
12.75	56.25	2020	2.198
14.75	64.25	2020	21.002
20.75	52.75	2020	2.157
13.75	60.75	2020	25.108
21.25	54.25	2020	2.166
14.75	48.75	2020	11.164
18.25	53.25	2020	5.541
19.25	64.25	2020	25.51
14.75	50.25	2020	2.594
-4.75	38.25	2020	2.614
9.25	47.25	2020	6.852
12.25	47.75	2020	9.539
0.25	46.75	2020	3.213
21.75	66.75	2020	23.147
6.75	45.75	2020	11.093
9.75	50.75	2020	8.467
9.75	54.25	2020	3.622
-3.75	42.75	2020	7.573
1.75	45.25	2020	12.112
4.75	50.75	2020	1.482
8.75	45.75	2020	4.316
-3.25	48.75	2020	1.186
-6.75	41.25	2020	4.072
12.75	60.25	2020	24.237
-2.75	48.25	2020	1.882
-1.75	47.25	2020	0.613
21.25	65.25	2020	16.584
6.25	50.75	2020	6.547
21.25	51.25	2020	5.823
22.75	66.25	2020	19.678
27.25	63.25	2020	15.162
24.75	67.25	2020	35.888
1.25	41.75	2020	3.904
6.75	52.25	2020	3.016
3.75	47.25	2020	8.701
2.75	46.75	2020	4.266
7.75	51.75	2020	2.157
4.75	45.25	2020	7.555
-0.75	41.75	2020	1.005
21.25	53.25	2020	9.13
8.25	46.25	2020	11.508
15.25	63.25	2020	28.328
22.25	60.75	2020	12.703
5.25	49.75	2020	11.133
14.25	57.25	2020	16.87
23.75	66.75	2020	24.682
6.75	46.75	2020	4.872
28.25	66.75	2020	37.404
21.75	63.25	2020	7.119
-2.25	40.25	2020	6.594
22.75	61.75	2020	16.327
14.25	64.75	2020	8.726
14.25	48.75	2020	10.151
-2.25	47.25	2020	0.428
5.75	46.25	2020	14.487
3.75	45.75	2020	17.69
20.25	50.75	2020	5.469
26.75	64.75	2020	28.401
14.25	60.25	2020	24.629
28.75	65.75	2020	30.72
-6.75	39.25	2020	1.293
23.25	53.75	2020	8.803
19.25	52.25	2020	1.677
13.75	50.75	2020	7.135
20.75	50.75	2020	5.582
-6.75	42.25	2020	10.285
3.75	50.25	2020	2.847
23.25	61.25	2020	16.447
23.25	66.25	2020	17.867
20.25	64.25	2020	25.885
22.75	65.75	2020	11.045
17.25	49.25	2020	4.206
-4.75	39.25	2020	3.492
12.25	53.75	2020	4.777
10.25	49.25	2020	8.9
0.75	40.75	2020	0.822
25.75	66.75	2020	39.957
14.75	49.25	2020	6.067
21.75	54.25	2020	3.272
8.25	49.75	2020	1.206
19.75	49.25	2020	8.262
-5.25	40.75	2020	1.37
14.75	58.75	2020	11.906
-4.25	41.25	2020	7.199
17.75	53.25	2020	5.7
-0.25	40.75	2020	7.257
13.25	55.75	2020	2.295
20.25	52.75	2020	2.579
-7.25	41.75	2020	3.974
6.25	47.25	2020	13.789
26.75	67.25	2020	22.166
-7.25	39.75	2020	2.43
9.75	51.75	2020	8.315
2.25	49.25	2020	3.222
-0.75	45.25	2020	3.937
-3.25	36.75	2020	1.043
26.25	61.75	2020	13.94
15.75	59.25	2020	7.757
6.75	51.75	2020	5.005
2.75	48.75	2020	4.157
8.75	54.75	2020	0.304
26.75	65.25	2020	25.696
13.75	51.75	2020	7.732
4.25	45.75	2020	4.505
15.25	51.25	2020	8.867
-6.25	36.75	2020	0.048
29.75	61.75	2020	9.212
16.25	57.75	2020	16.748
12.25	53.25	2020	4.471
5.25	48.75	2020	9.82
-6.25	41.75	2020	5.773
16.75	60.25	2020	16.713
15.75	56.75	2020	22.779
-4.25	41.75	2020	1.739
29.25	65.75	2020	27.291
-1.75	38.25	2020	2.548
29.75	62.25	2020	13.285
13.75	61.25	2020	28.313
11.25	48.75	2020	6.038
15.25	53.25	2020	3.279
24.75	60.75	2020	12.877
15.75	64.75	2020	22.707
20.75	66.25	2020	23.145
7.25	52.75	2020	3.794
23.25	51.75	2020	6.732
30.75	62.25	2020	12.767
27.25	67.75	2020	21.507
-0.25	48.25	2020	2.338
21.25	52.75	2020	5.207
18.75	57.75	2020	6.152
-6.75	39.75	2020	1.228
20.25	65.25	2020	24.837
3.75	44.25	2020	16.812
10.75	52.75	2020	10.481
5.25	47.75	2020	9.397
10.75	54.25	2020	1.204
21.75	60.75	2020	11.858
21.75	51.25	2020	5.154
13.25	48.75	2020	8.014
15.25	58.25	2020	9.734
-0.25	43.25	2020	5.341
1.75	50.75	2020	1.324
4.75	49.25	2020	5.35
4.25	44.25	2020	9.342
15.75	52.75	2020	13.843
2.75	43.25	2020	6.107
7.75	52.25	2020	2.952
-6.25	37.75	2020	3.515
-1.25	46.75	2020	0.517
12.25	51.75	2020	4.62
12.25	58.75	2020	12.767
10.75	49.75	2020	9.598
16.75	62.75	2020	23.621
-7.25	37.75	2020	2.354
4.25	50.75	2020	1.131
13.25	56.25	2020	13.443
24.75	61.75	2020	16.707
17.25	65.75	2020	19.013
3.25	44.25	2020	13.915
13.25	51.25	2020	2.263
11.25	51.75	2020	5.874
15.75	61.25	2020	21.91
22.75	63.75	2020	7.012
-2.75	40.75	2020	5.172
23.25	51.25	2020	5.317
7.25	48.25	2020	13.444
