NUTS_ID,Year,weighted_avg_VegC,weighted_avg_LitterC,weighted_avg_SoilC,weighted_avg_HarvSlowC,weighted_avg_Total,intersected_surface_area_km2,official_surface_area_2021
BE24,1934,0.5932048578031444,0.5099810159076972,0.6128316413095378,0.009621369019789909,1.725298790733842,2061.240604361773,2118.0
BE24,1935,0.5962158140594233,0.5014246200338269,0.6132915385183512,0.01005579633188866,1.720687875957497,2061.240604361773,2118.0
BE24,1936,0.5971718886131008,0.49404366386408005,0.6133117631539127,0.010121191340065977,1.7146939525526474,2061.240604361773,2118.0
BE24,1937,0.5887844371068989,0.4970076953382647,0.6137125220162256,0.01098685207225602,1.7101022495941625,2061.240604361773,2118.0
BE24,1938,0.5888345055881502,0.4926892292376467,0.6133736890612107,0.011006801498945633,1.7066842664744042,2061.240604361773,2118.0
BE24,1939,0.5872593537894495,0.4916251758864743,0.6133334617946298,0.01148667439253209,1.7046290209326915,2061.240604361773,2118.0
BE24,1940,0.5847013398508498,0.49266159302516394,0.6137746699280658,0.011927660521425958,1.7027940341282346,2061.240604361773,2118.0
BE24,1941,0.5727714029904908,0.5010547903972726,0.6144143250399305,0.012496649105876896,1.700312714934817,2061.240604361773,2118.0
BE24,1942,0.5720645412648683,0.49704931270178704,0.6139998471545215,0.012552069400709409,1.6963514244002362,2061.240604361773,2118.0
BE24,1943,0.5772988614764628,0.4915388720712035,0.6139109534681991,0.01339750549733788,1.6961107216450606,2061.240604361773,2118.0
BE24,1944,0.5725392404275238,0.4947466309562767,0.6143319369660737,0.01341745492402749,1.695243960174547,2061.240604361773,2118.0
BE24,1945,0.5762410380621125,0.4876220389063957,0.6144228281290491,0.013897327817613948,1.6921078099893192,2061.240604361773,2118.0
BE24,1946,0.578430683791522,0.48517258560360804,0.6144482710795175,0.013907302530958754,1.6918445063688154,2061.240604361773,2118.0
BE24,1947,0.573048517683468,0.4866050146147662,0.6149935389812812,0.014772963263148798,1.6895443990971293,2061.240604361773,2118.0
BE24,1948,0.5764809398371686,0.47957307111171465,0.6145945293329956,0.014897274613284217,1.6855658175261825,2061.240604361773,2118.0
BE24,1949,0.5707878121653205,0.48464892253248376,0.6146953952093159,0.014907249326629023,1.6850341609188422,2061.240604361773,2118.0
BE24,1950,0.5709981866469632,0.47969946456158846,0.6147508155041485,0.01593894893877437,1.6814076402870362,2061.240604361773,2118.0
BE24,1951,0.5741906946498809,0.4760454734497618,0.6143718084868822,0.016559861770932233,1.6812367294127601,2061.240604361773,2118.0
BE24,1952,0.5743458067111474,0.47568641147467283,0.6145615680495248,0.01674612528644911,1.6822897095418683,2061.240604361773,2118.0
BE24,1953,0.5778353521646976,0.47257087672802434,0.6146724086391897,0.01747140004205278,1.6825113728138141,2061.240604361773,2118.0
BE24,1954,0.5741110080270527,0.47366334925221326,0.6148134485777611,0.018493124940853322,1.6810454599297373,2061.240604361773,2118.0
BE24,1955,0.5707318716500983,0.4741676236804061,0.6158286416060126,0.01868958517425724,1.6796821704867078,2061.240604361773,2118.0
BE24,1956,0.5717042626682904,0.4715758135460984,0.6159040645318645,0.019264830420385164,1.678039986805008,2061.240604361773,2118.0
BE24,1957,0.5617806197289443,0.47786132203586806,0.6150838493811622,0.019931215780276897,1.6751269051064932,2061.240604361773,2118.0
BE24,1958,0.5618186432669139,0.47352121716138806,0.6151647658307928,0.02048645839538548,1.6713464511396354,2061.240604361773,2118.0
BE24,1959,0.5514476567443679,0.47874870504040345,0.6160656222222538,0.021051728928168596,1.666589367350447,2061.240604361773,2118.0
BE24,1960,0.5536541925374648,0.47224748361723007,0.6158009248955321,0.0212282397348829,1.6629019287337619,2061.240604361773,2118.0
BE24,1961,0.5557979970291719,0.4685227998216632,0.6157220591268843,0.0218489575087447,1.6618177041162543,2061.240604361773,2118.0
BE24,1962,0.5559203717498021,0.4679523033311551,0.6158429276342239,0.022414450046070053,1.661995713493441,2061.240604361773,2118.0
BE24,1963,0.5592607368380933,0.4645675060700761,0.615943793510544,0.022525290635735076,1.6623073017677934,2061.240604361773,2118.0
BE24,1964,0.556106720932421,0.46602764367256805,0.6165447569160123,0.02340070407672769,1.6621754731591423,2061.240604361773,2118.0
BE24,1965,0.5596878130550155,0.46227949616953795,0.616655650710007,0.02370152623357741,1.6619232300924107,2061.240604361773,2118.0
BE24,1966,0.5539282493095138,0.4659276630485964,0.6157011494958244,0.024246794135341188,1.6602280865834875,2061.240604361773,2118.0
BE24,1967,0.5484156679301008,0.47102485907264197,0.6166220085183048,0.02436760943835102,1.6605545095138639,2061.240604361773,2118.0
BE24,1968,0.5451854057436777,0.47080349927579396,0.6167883226071321,0.025412779810966762,1.6576848866518115,2061.240604361773,2118.0
BE24,1969,0.5449104140320259,0.46754050451953794,0.6165436279114297,0.025553819749538166,1.6545283905277584,2061.240604361773,2118.0
BE24,1970,0.5371055911521017,0.46674768954793927,0.6166847210543308,0.026966927862195605,1.6475049296165671,2061.240604361773,2118.0
BE24,1971,0.5279570616556651,0.47081650109707474,0.6168610098565029,0.028710154567835725,1.6442893068822457,2061.240604361773,2118.0
BE24,1972,0.5248030182990582,0.4709957571412795,0.6170861870829584,0.030478575961318408,1.6429493358080771,2061.240604361773,2118.0
BE24,1973,0.5163437799031675,0.47268675026833873,0.617707153119446,0.03177734743718523,1.6388805939311795,2061.240604361773,2118.0
BE24,1974,0.5102692304442126,0.4739173252112244,0.618353367048106,0.0330861468307266,1.6360148292603385,2061.240604361773,2118.0
BE24,1975,0.49998621647222063,0.4755906638890157,0.6185985469055809,0.03436469367103185,1.6289645735366027,2061.240604361773,2118.0
BE24,1976,0.4826925305852353,0.4776838736689255,0.6195235559371719,0.03607794303230782,1.6163434664266825,2061.240604361773,2118.0
BE24,1977,0.46528943894772323,0.4868642079539001,0.6197200693749054,0.03682767535041332,1.6090314839618416,2061.240604361773,2118.0
BE24,1978,0.46032586695605787,0.4874419059306254,0.6198998010198734,0.03807102653144764,1.605738600438004,2061.240604361773,2118.0
BE24,1979,0.4539271153166185,0.4880012012332736,0.6207039947484546,0.03922526202161747,1.6019230215324711,2061.240604361773,2118.0
BE24,1980,0.4531153597969254,0.4844328407390487,0.6209594245281462,0.040069381549823965,1.5989323198947696,2061.240604361773,2118.0
BE24,1981,0.4496451424102227,0.48254226452278426,0.6215990796400112,0.041213642326648994,1.5948401246768467,2061.240604361773,2118.0
BE24,1982,0.44356056809222066,0.48115042902231836,0.6218744588463925,0.04225354118002823,1.5893423155083615,2061.240604361773,2118.0
BE24,1983,0.4401082784810345,0.4779605315479067,0.6221298354217544,0.043397801956853256,1.583616450038568,2061.240604361773,2118.0
BE24,1984,0.434998947900829,0.47579246096884,0.62335501264821,0.04454206273367828,1.5782285607846607,2061.240604361773,2118.0
BE24,1985,0.43358877038215016,0.47347200040466986,0.6240245919001092,0.04568632351050331,1.5763217906482105,2061.240604361773,2118.0
BE24,1986,0.4276207278544591,0.4745427723876574,0.6243553914013231,0.04639088545599307,1.5730997586666173,2061.240604361773,2118.0
BE24,1987,0.4210601944973091,0.47420723541356513,0.624940913515914,0.04743078430937229,1.5678830202960767,2061.240604361773,2118.0
BE24,1988,0.42036527569029875,0.4692129266145321,0.6252804273791602,0.04856507037285251,1.5629739995659173,2061.240604361773,2118.0
BE24,1989,0.41115910705895126,0.46938605018057233,0.6259902338976403,0.04896476092936929,1.5558357109789651,2061.240604361773,2118.0
BE24,1990,0.41817773418838217,0.4619844317150327,0.6263010307678348,0.04761056915866995,1.5545284177775802,2061.240604361773,2118.0
BE24,1991,0.42367893152184344,0.4593369354886356,0.6273863752027018,0.04746630838184492,1.5574797908689568,2061.240604361773,2118.0
BE24,1992,0.42745017746551445,0.4533591021609827,0.6266819790446447,0.04720773791447545,1.555084757477975,2061.240604361773,2118.0
BE24,1993,0.43371346053828597,0.45054706794972,0.6276971720728964,0.04700278532358139,1.558606237896675,2061.240604361773,2118.0
BE24,1994,0.4361608494941608,0.44545490415971994,0.6279370804111348,0.04676421748723126,1.5559669565863283,2061.240604361773,2118.0
BE24,1995,0.4361558224437143,0.4411559577823719,0.6280781203497063,0.04662465990451451,1.5521743426985855,2061.240604361773,2118.0
BE24,1996,0.43902274220688225,0.440802893696242,0.6284288692776097,0.04645495617722112,1.555133913956709,2061.240604361773,2118.0
BE24,1997,0.44770774449926254,0.43616600206334705,0.6285798839295258,0.04682606610837162,1.5592898933183943,2061.240604361773,2118.0
BE24,1998,0.44714421577830066,0.43635872246518376,0.6286100832784324,0.046696536443329405,1.5583096824406404,2061.240604361773,2118.0
BE24,1999,0.45379882437892244,0.43232522606635343,0.6287798402100554,0.046056881331464634,1.5613265571943802,2061.240604361773,2118.0
BE24,2000,0.4603744321632244,0.4270603938373507,0.6282712503234172,0.04628815847102643,1.5620396803765066,2061.240604361773,2118.0
BE24,2001,0.4647373762899507,0.4256723126868105,0.6283366453315946,0.04659308306432914,1.564884987429567,2061.240604361773,2118.0
BE24,2002,0.4679849767835932,0.42259473281670756,0.6279878376632347,0.04694867155402635,1.5656894448500644,2061.240604361773,2118.0
BE24,2003,0.4669615328538617,0.42504918243315126,0.6286776415506955,0.04680889196676737,1.5672073305318277,2061.240604361773,2118.0
BE24,2004,0.4699760890502708,0.4235737057241247,0.6288386309159565,0.04725356920108289,1.5696619975224544,2061.240604361773,2118.0
BE24,2005,0.4726377586246114,0.41943982158006066,0.6284443776661089,0.04731724194147901,1.5680854479755313,2061.240604361773,2118.0
BE24,2006,0.47422684459098696,0.41580560168768865,0.6283854613241509,0.0475230229262427,1.5651054691457855,2061.240604361773,2118.0
BE24,2007,0.47980953510621827,0.41056475631138306,0.6274256885907317,0.04800317102870112,1.5661986915844406,2061.240604361773,2118.0
BE24,2008,0.48304862776414215,0.4092410553130799,0.6270314353408841,0.04811756086982147,1.5682086924587044,2061.240604361773,2118.0
BE24,2009,0.48738608073589174,0.40997319929413145,0.6271824499928003,0.04845790312693735,1.5729928523284238,2061.240604361773,2118.0
BE24,2010,0.48790711097914924,0.4108213893609499,0.6282578197143225,0.04910813934147434,1.5756836726159087,2061.240604361773,2118.0
BE24,2011,0.4975431253255038,0.4063176013582309,0.6279289614726523,0.04810813934147433,1.5798326275479802,2061.240604361773,2118.0
BE24,2012,0.5127526676529967,0.4024897946756354,0.6278448241847681,0.047177278659403035,1.5898787773341994,2061.240604361773,2118.0
BE24,2013,0.5022355349895976,0.40919402993642756,0.6279404185418517,0.04873601964625441,1.5890357985031862,2061.240604361773,2118.0
BE24,2014,0.512723165737196,0.4004108999656145,0.6270714837670783,0.04821269864783342,1.588486917168483,2061.240604361773,2118.0
BE24,2015,0.5192190141214945,0.3966515451836676,0.6275561130591027,0.04736343809087766,1.5910287584420688,2061.240604361773,2118.0
BE24,2016,0.5320853786856631,0.3936748780743799,0.6270761869611866,0.04657519776119262,1.5991115264918871,2061.240604361773,2118.0
BE24,2017,0.5327378558873285,0.39400553339189504,0.627217226899758,0.047160036103133934,1.6011408769176771,2061.240604361773,2118.0
BE24,2018,0.5342782614382027,0.39264823505881163,0.6277926941504282,0.04646296214529628,1.6007574781894425,2061.240604361773,2118.0
BE24,2019,0.5398434028386596,0.39015031492119073,0.6274083886676792,0.046301919575705536,1.6035896893664447,2061.240604361773,2118.0
BE24,2020,0.5400302697307242,0.38858356479980666,0.6274183633810241,0.04592638165931872,1.601948551653199,2061.240604361773,2118.0
BE24,2021,0.5508573778217748,0.38363575212574325,0.6268341285639918,0.04567117388416919,1.6069782077601176,2061.240604361773,2118.0
BE24,2022,0.5484591323858746,0.382985793887332,0.62646851215662,0.045157880803422736,1.603116542810195,2061.240604361773,2118.0
BE25,1901,0.14630036612924116,0.10536594524394952,0.11477673665951073,3.167950462192829e-07,0.3670078437260096,1568.480961134784,3167.0
BE25,1902,0.14642995751585752,0.10480114955064132,0.11477673665951073,3.167950462192829e-07,0.3670080021235327,1568.480961134784,3167.0
BE25,1903,0.13973762960373343,0.11149347746276539,0.11477657826198763,3.167950462192829e-07,0.36600816052105584,1568.480961134784,3167.0
BE25,1904,0.13786690419530356,0.11279972397293334,0.11534121555777267,4.7519256932892445e-07,0.36600816052105584,1568.480961134784,3167.0
BE25,1905,0.13422290720029964,0.11544387936546037,0.11534105716024957,4.7519256932892445e-07,0.36500816052105584,1568.480961134784,3167.0
BE25,1906,0.13409458299386817,0.11457236196941496,0.11534105716024957,4.7519256932892445e-07,0.36444384002031693,1568.480961134784,3167.0
BE25,1907,0.13509252382606776,0.11257489632978471,0.11577641986446452,4.7519256932892445e-07,0.3640087941111483,1568.480961134784,3167.0
BE25,1908,0.13552867851789827,0.11157410434216916,0.11577641986446452,4.7519256932892445e-07,0.36344415681536324,1568.480961134784,3167.0
BE25,1909,0.13509426619882198,0.11200867505876853,0.11577641986446452,4.7519256932892445e-07,0.3624444736104094,1568.480961134784,3167.0
BE25,1910,0.13435360736957774,0.11118517178479705,0.11577641986446452,4.7519256932892445e-07,0.3618801531096706,1568.480961134784,3167.0
BE25,1911,0.13322480797057695,0.11044324577536795,0.11634089876272646,4.7519256932892445e-07,0.3598803115071937,1568.480961134784,3167.0
BE25,1912,0.13309648376414548,0.10944277058279861,0.11634089876272646,4.7519256932892445e-07,0.3588806283022399,1568.480961134784,3167.0
BE25,1913,0.1327911876391162,0.10874854190039723,0.11634074036520334,0.00043583789678427266,0.3583164661990242,1568.480961134784,3167.0
BE25,1914,0.13366302183020787,0.10731270400361297,0.11634074036520334,0.00043583789678427266,0.3577524624933316,1568.480961134784,3167.0
BE25,1915,0.1350994933170846,0.10587686610682867,0.11634074036520334,0.00043583789678427266,0.35775293768590094,1568.480961134784,3167.0
BE25,1916,0.13610028530470014,0.10431222881104363,0.11634058196768024,0.00043583789678427266,0.3571890923777314,1568.480961134784,3167.0
BE25,1917,0.13623003508883957,0.10305367962790339,0.11634058196768024,0.00043583789678427266,0.35618925077525454,1568.480961134784,3167.0
BE25,1918,0.1359226797960099,0.10349062630734944,0.11634058196768024,0.00043583789678427266,0.35618972596782383,1568.480961134784,3167.0
BE25,1919,0.13592347178362543,0.10292551381899505,0.11677594467189518,0.00043583789678427266,0.35618972596782383,1568.480961134784,3167.0
BE25,1920,0.13623066867893202,0.10218327101451972,0.11677594467189518,0.00043583789678427266,0.3556257222621312,1568.480961134784,3167.0
BE25,1921,0.13566539779305453,0.10174870029792032,0.11677594467189518,0.00043583789678427266,0.35475483845617817,1568.480961134784,3167.0
BE25,1922,0.13553659839405374,0.10144229539022928,0.11677594467189518,0.000435679499261163,0.35475499685370127,1568.480961134784,3167.0
BE25,1923,0.1369725946883611,0.10100661589096813,0.11677594467189518,0.000435679499261163,0.35475547204627067,1568.480961134784,3167.0
BE25,1924,0.12979704834747127,0.10705320443533407,0.11677578627437207,0.000435679499261163,0.3541909931480087,1568.480961134784,3167.0
BE25,1925,0.12936263602839498,0.1064882503445028,0.11677578627437207,0.000435679499261163,0.353626831044793,1568.480961134784,3167.0
BE25,1926,0.12718661449493582,0.10866474707053128,0.11677562787684896,0.000435679499261163,0.35362730623736227,1568.480961134784,3167.0
BE25,1927,0.1273168394716446,0.10809963458217692,0.11677562787684896,0.000435679499261163,0.3526279398274547,1568.480961134784,3167.0
BE25,1928,0.12818835686769003,0.10709963458217689,0.1173401067751109,0.000435679499261163,0.35306393612176207,1568.480961134784,3167.0
BE25,1929,0.12580164187564147,0.10848714156184103,0.1173401067751109,0.000435679499261163,0.3526288902125934,1568.480961134784,3167.0
BE25,1930,0.12293028287711913,0.10935865895788646,0.11733994837758781,0.0010003167950462194,0.35006456971185457,1568.480961134784,3167.0
BE25,1931,0.12280148347811833,0.10735881735540957,0.11733994837758781,0.0010003167950462194,0.34906504490442386,1568.480961134784,3167.0
BE25,1932,0.12154340948754744,0.10705257084524163,0.1173397899800647,0.0010003167950462194,0.3469360871079,1568.480961134784,3167.0
BE25,1933,0.12197924738433172,0.1056173665385498,0.1173397899800647,0.0010003167950462194,0.3463720834022074,1568.480961134784,3167.0
BE25,1934,0.11593234204491955,0.11010042656979244,0.11777515268427963,0.0010003167950462194,0.3453725585947767,1568.480961134784,3167.0
BE25,1935,0.11680354264591876,0.10822970116136255,0.11777499428675653,0.00200015839752311,0.344373033787346,1568.480961134784,3167.0
BE25,1936,0.11667363446425623,0.10679544723980941,0.11777499428675653,0.00200015839752311,0.3428088716841303,1568.480961134784,3167.0
BE25,1937,0.11441603566625463,0.10748872553707213,0.11777499428675653,0.00200015839752311,0.3412445511833915,1568.480961134784,3167.0
BE25,1938,0.11385187356303893,0.10648888393459523,0.11777499428675653,0.00200015839752311,0.3406803890801758,1568.480961134784,3167.0
BE25,1939,0.10790163005786704,0.11187480693902825,0.11833931478749536,0.00200015839752311,0.34011606857943694,1568.480961134784,3167.0
BE25,1940,0.10833715115960511,0.11031080323333564,0.11833931478749536,0.0025647956933081664,0.33855206487374423,1568.480961134784,3167.0
BE25,1941,0.10833746795465134,0.1087463243350737,0.11833931478749536,0.0025647956933081664,0.3379879027705286,1568.480961134784,3167.0
BE25,1942,0.10977346424895872,0.10674600754002747,0.11833931478749536,0.0025647956933081664,0.3364237406673128,1568.480961134784,3167.0
BE25,1943,0.11077330585143559,0.10418232062938107,0.11833915638997226,0.0025647956933081664,0.33585957856409704,1568.480961134784,3167.0
BE25,1944,0.11077346424895869,0.10361800012864224,0.11833915638997226,0.0025647956933081664,0.3352954164608814,1568.480961134784,3167.0
BE25,1945,0.11064514004252726,0.10174679952764301,0.11833915638997226,0.0025647956933081664,0.3342955748584045,1568.480961134784,3167.0
BE25,1946,0.10816303039642326,0.10366490546805439,0.1189034768907111,0.0025647956933081664,0.3337315711527119,1568.480961134784,3167.0
BE25,1947,0.10746959370163743,0.10379386326457829,0.1189034768907111,0.0025647956933081664,0.3327318879477581,1568.480961134784,3167.0
BE25,1948,0.10733841833978998,0.10192551381899505,0.118903318493188,0.0025647956933081664,0.33116756744701925,1568.480961134784,3167.0
BE25,1949,0.1079022636479595,0.10036182690834865,0.118903318493188,0.003129274591570113,0.33016772584454235,1568.480961134784,3167.0
BE25,1950,0.10859554194522222,0.09879766480513293,0.118903318493188,0.003564795693308166,0.3297322047428043,1568.480961134784,3167.0
BE25,1951,0.1091603376385304,0.09823302750934787,0.118903318493188,0.003564795693308166,0.3292970004361125,1568.480961134784,3167.0
BE25,1952,0.10724128131298036,0.09984583732472996,0.1189034768907111,0.00400031679504622,0.32899107072099076,1568.480961134784,3167.0
BE25,1953,0.10836833833922693,0.09828341759426844,0.1189034768907111,0.00400031679504622,0.3285557080167758,1568.480961134784,3167.0
BE25,1954,0.10849745453327392,0.09728325919674535,0.1189034768907111,0.004000475192569329,0.3281201869150378,1568.480961134784,3167.0
BE25,1955,0.10693281723748888,0.0979768542890543,0.1189034768907111,0.004000475192569329,0.32781378200734673,1568.480961134784,3167.0
BE25,1956,0.10706225022658208,0.09697669589153117,0.11890363528823421,0.0044359962943073825,0.32737841930313183,1568.480961134784,3167.0
BE25,1957,0.10775584531889104,0.09541205859574613,0.11890363528823421,0.0044359962943073825,0.32650753549717876,1568.480961134784,3167.0
BE25,1958,0.10788432792284561,0.09484789649253039,0.11890363528823421,0.0044359962943073825,0.32607201439544076,1568.480961134784,3167.0
BE25,1959,0.10601281052680016,0.09541285058336167,0.11890363528823421,0.004871517396045437,0.32463633489617955,1568.480961134784,3167.0
BE25,1960,0.10614097633570853,0.09341380096850033,0.11890363528823421,0.004871517396045437,0.32376545109022653,1568.480961134784,3167.0
BE25,1961,0.10670561363149358,0.0924136425709772,0.11890363528823421,0.004871675793568546,0.32289472568179667,1568.480961134784,3167.0
BE25,1962,0.10457570544983101,0.09410850484347105,0.1189037936857573,0.004871675793568546,0.3224595213751048,1568.480961134784,3167.0
BE25,1963,0.10570387125873938,0.0931092968310866,0.1189037936857573,0.00530703849778349,0.32202415867088985,1568.480961134784,3167.0
BE25,1964,0.10526549900158534,0.09267678528228762,0.1189037936857573,0.005307196895306599,0.32215343326246004,1568.480961134784,3167.0
BE25,1965,0.10639239763030883,0.0911145239493492,0.11890395208328042,0.005307196895306599,0.32215359165998314,1568.480961134784,3167.0
BE25,1966,0.10608615112014086,0.09154956985851792,0.11890395208328042,0.005742559599521543,0.32128254945650697,1568.480961134784,3167.0
BE25,1967,0.10534501709832732,0.09185534117611655,0.11890411048080354,0.005742559599521543,0.3214118240480771,1568.480961134784,3167.0
BE25,1968,0.10516408524165176,0.09072986812510107,0.11890426887832664,0.005742717997044653,0.32054094024212415,1568.480961134784,3167.0
BE25,1969,0.10255190901636209,0.0923414107602983,0.11833994837758782,0.005742717997044653,0.31954030665203165,1568.480961134784,3167.0
BE25,1970,0.10098552934782283,0.09247116054443774,0.11890458567337286,0.006307355292829708,0.31853951466441616,1568.480961134784,3167.0
BE25,1971,0.09985562116616027,0.09203548104517656,0.11834026517263403,0.006307672087875927,0.3169744021760617,1568.480961134784,3167.0
BE25,1972,0.09759723038054315,0.0927289177399624,0.11834026517263403,0.006872309383660985,0.3159740853810155,1568.480961134784,3167.0
BE25,1973,0.09646700540383439,0.09216459723922357,0.11834042357015713,0.006872467781184095,0.3149734517909231,1568.480961134784,3167.0
BE25,1974,0.09590141772291068,0.09229371343327057,0.11834058196768024,0.00743726347449226,0.31440849770009177,1568.480961134784,3167.0
BE25,1975,0.09433614683703319,0.09185787553648629,0.11834074036520334,0.007872784576230314,0.3124075473149532,1568.480961134784,3167.0
BE25,1976,0.09064096776949314,0.09142235443474825,0.11834089876272647,0.008437421872015368,0.3098414844414601,1568.480961134784,3167.0
BE25,1977,0.09051074279278436,0.09098683333301019,0.11834105716024958,0.008437580269538478,0.30827621355558255,1568.480961134784,3167.0
BE25,1978,0.08994578870195308,0.09042235443474825,0.11834105716024958,0.009002217565323536,0.3077114178622744,1568.480961134784,3167.0
BE25,1979,0.08881588052029053,0.08998683333301019,0.1183412155577727,0.009002375962846646,0.30614646377144317,1568.480961134784,3167.0
BE25,1980,0.08825124322450548,0.08942203763970202,0.1183413739552958,0.009002534360369756,0.305581668078135,1568.480961134784,3167.0
BE25,1981,0.08699285243888835,0.08955083703870281,0.1183413739552958,0.00956717165615481,0.30501687238482683,1568.480961134784,3167.0
BE25,1982,0.08599253564384214,0.08955052024365659,0.11877689505703384,0.00956733005367792,0.30345191829399554,1568.480961134784,3167.0
BE25,1983,0.08299237724631903,0.09042092885704026,0.11877689505703384,0.010131967349462976,0.30188696420316424,1568.480961134784,3167.0
BE25,1984,0.08142742315548776,0.0899852493577791,0.11934153235281889,0.010132125746986086,0.30088633061307185,1568.480961134784,3167.0
BE25,1985,0.08129688138373277,0.08942156244713269,0.11934153235281889,0.010132284144509195,0.30032153491976366,1568.480961134784,3167.0
BE25,1986,0.07973176889537838,0.08998619974291776,0.11934169075034201,0.010696921440294252,0.2997565808289324,1568.480961134784,3167.0
BE25,1987,0.07916633961197779,0.08898619974291776,0.11934184914786512,0.010697079837817362,0.298191468340578,1568.480961134784,3167.0
BE25,1988,0.0786013855211465,0.08855052024365659,0.11934184914786512,0.011261717133602418,0.2976263558522237,1568.480961134784,3167.0
BE25,1989,0.077036114635269,0.08798572455034843,0.11934200754538825,0.011261875531125528,0.29562556386460814,1568.480961134784,3167.0
BE25,1990,0.07916554762436223,0.08698509096025599,0.11934200754538825,0.010697238235340472,0.2967543632636088,1568.480961134784,3167.0
BE25,1991,0.08129466381840925,0.08598509096025599,0.11934216594291135,0.010697238235340472,0.297319000559394,1568.480961134784,3167.0
BE25,1992,0.08285882592162495,0.08442029526694782,0.11934216594291135,0.010697238235340472,0.2978830042650865,1568.480961134784,3167.0
BE25,1993,0.08498794211567196,0.08385534117611654,0.11934216594291135,0.010697238235340472,0.2994474831633485,1568.480961134784,3167.0
BE25,1994,0.08711689991219586,0.08285486598354723,0.11934232434043446,0.010132917734601635,0.2990114868690411,1568.480961134784,3167.0
BE25,1995,0.08668074522036537,0.08185470758602412,0.11934232434043446,0.010132917734601635,0.2985751737796875,1568.480961134784,3167.0
BE25,1996,0.08724522411862731,0.0818543907909779,0.1199069616362195,0.010133076132124745,0.29913965267794945,1568.480961134784,3167.0
BE25,1997,0.09037434031267433,0.08085439079097789,0.1199069616362195,0.010133076132124745,0.3002687688719965,1568.480961134784,3167.0
BE25,1998,0.09150345650672131,0.08085407399593168,0.1199069616362195,0.010133234529647855,0.30083324777025844,1568.480961134784,3167.0
BE25,1999,0.09306809380250639,0.07985391559840856,0.11934248273795756,0.009568755631385909,0.3019622055667823,1568.480961134784,3167.0
BE25,2000,0.09519705159903027,0.07928896150757728,0.11890712003374262,0.009568755631385909,0.3029618887717361,1568.480961134784,3167.0
BE25,2001,0.095761213702246,0.07885375720088544,0.11890712003374262,0.009568914028909019,0.30409068817073687,1568.480961134784,3167.0
BE25,2002,0.09789048829381611,0.07828880311005416,0.11890712003374262,0.009568914028909019,0.3046553254665219,1568.480961134784,3167.0
BE25,2003,0.09889001310124677,0.07828880311005416,0.11890712003374262,0.009569072426432127,0.30521964596726076,1568.480961134784,3167.0
BE25,2004,0.10014808709181768,0.07828864471253107,0.11890712003374262,0.009569072426432127,0.30634860376378464,1568.480961134784,3167.0
BE25,2005,0.10171256599007962,0.07728832791748483,0.11890712003374262,0.009569230823955237,0.30691276586700045,1568.480961134784,3167.0
BE25,2006,0.10227688649081848,0.07685264841822367,0.11890712003374262,0.00900475192569329,0.30647692797021614,1568.480961134784,3167.0
BE25,2007,0.10327720328586466,0.07585233162317746,0.11890712003374262,0.009569230823955237,0.3070415652660012,1568.480961134784,3167.0
BE25,2008,0.10427736168338779,0.07585233162317746,0.11890712003374262,0.009004910323216401,0.3086060441642632,1568.480961134784,3167.0
BE25,2009,0.10484199897917285,0.07641681052143941,0.11890712003374262,0.009004910323216401,0.3091708398575713,1568.480961134784,3167.0
BE25,2010,0.1052775200809109,0.07698128941970137,0.11890727843126572,0.009569547619001455,0.3101709982550944,1568.480961134784,3167.0
BE25,2011,0.10640790345514278,0.07641617693134696,0.11890727843126572,0.009569389221478347,0.3107361107434488,1568.480961134784,3167.0
BE25,2012,0.1081030825226828,0.0759801806370396,0.11890727843126572,0.00900475192569329,0.3114308146184195,1568.480961134784,3167.0
BE25,2013,0.10866851180608342,0.0759801806370396,0.11890727843126572,0.00900459352817018,0.3119959271067739,1568.480961134784,3167.0
BE25,2014,0.11123409948700713,0.07441475135363898,0.11834264113548068,0.00900443513064707,0.31256072280008207,1568.480961134784,3167.0
BE25,2015,0.11279952877040775,0.07341459295611587,0.11834279953300378,0.00900427673312396,0.3135611979926514,1568.480961134784,3167.0
BE25,2016,0.1148004791555464,0.07341411776354655,0.11834264113548068,0.008568914028909018,0.3141264688785289,1568.480961134784,3167.0
BE25,2017,0.11593086252977829,0.07241395936602343,0.11790727843126572,0.009004118335600851,0.31469173976440645,1568.480961134784,3167.0
BE25,2018,0.1160601371213484,0.07241364257097721,0.11790727843126572,0.009004118335600851,0.3148208559584534,1568.480961134784,3167.0
BE25,2019,0.11862509121217968,0.07141364257097721,0.11790727843126572,0.00800411833560085,0.3163854932542384,1568.480961134784,3167.0
BE25,2020,0.11962572480227213,0.071413325775931,0.11790727843126572,0.00800411833560085,0.3169502889475466,1568.480961134784,3167.0
BE25,2021,0.12175642497155022,0.07041269218583855,0.11734279953300376,0.008003801540554632,0.31851555983342406,1568.480961134784,3167.0
BE25,2022,0.12188554116559722,0.07041253378831545,0.11734264113548065,0.008003801540554632,0.31808003873168594,1568.480961134784,3167.0
BE31,1901,0.607642603134926,0.38143291972790144,0.5099218397783318,0.0032200340226805147,1.502221308611761,1214.4071219775744,1097.0
BE31,1902,0.6040834414465615,0.38623949907439503,0.5099218397783318,0.0032200340226805147,1.5034648143219689,1214.4071219775744,1097.0
