Lon;Lat;Year;Total;geometry;area_km2
28,25;68,25;2020;13,135;POLYGON ((5071151.598843606 5085032.475406798, 5055356.594995689 5138309.8892388735, 5075171.829143406 5143722.741418963, 5091395.602065973 5090552.9208723605, 5071151.598843606 5085032.475406798));1153,56646151147
2,25;47,25;2020;10,014;POLYGON ((3713381.554796049 2686876.919202386, 3719182.4382200753 2742165.4171582675, 3756643.3906380795 2738223.9016225347, 3751204.282499617 2682904.3186236606, 3713381.554796049 2686876.919202386));2103,984495952464
15,75;58,25;2020;12,316;POLYGON ((4646337.541158492 3890131.7729296754, 4641867.983944675 3945581.944607562, 4670960.416681325 3947934.9426085963, 4675835.564449739 3892513.5448049637, 4646337.541158492 3890131.7729296754));1635,0652110259662
1,25;48,75;2020;2,67;POLYGON ((3657515.2234700783 2861279.4258650686, 3664149.185474679 2916527.1591957207, 3700448.7121613235 2912186.151898238, 3694182.2299480014 2856902.131640794, 3657515.2234700783 2861279.4258650686));2044,3972065950204
19,25;64,75;2020;25,649;POLYGON ((4754763.360020099 4627312.806493131, 4747026.266747344 4682245.463415939, 4770524.7800617255 4685385.600011556, 4778689.385563187 4630504.700225262, 4754763.360020099 4627312.806493131));1327,136831532196
14,25;61,25;2020;27,421;POLYGON ((4538000.128004805 4217174.31894196, 4534657.79164781 4272615.2037459025, 4561324.708292978 4274223.377836207, 4565084.385791706 4218804.923294487, 4538000.128004805 4217174.31894196));1495,4553839923053
14,75;57,75;2020;17,314;POLYGON ((4590927.84241275 3830478.7463423433, 4587287.154747467 3885988.729169324, 4616820.838698153 3887956.806641064, 4620865.551966354 3832470.3773320573, 4590927.84241275 3830478.7463423433));1657,8858127024364
23,75;50,25;2020;0,98;POLYGON ((5282719.1342558935 3076364.5537514663, 5272626.097249005 3131196.254771245, 5307382.72546918 3137827.3374394635, 5317846.586175043 3083054.5969610764, 5282719.1342558935 3076364.5537514663));1983,3616488432474
1,25;43,25;2020;3,705;POLYGON ((3586982.371292267 2254321.098971661, 3593207.1249972526 2309421.6761953076, 3633437.4203882534 2304703.164510427, 3627557.679957317 2249570.6305228043, 3586982.371292267 2254321.098971661));2255,5175882266094
-3,25;42,75;2020;6,481;POLYGON ((3214448.050480335 2254524.8747579097, 3223713.7380869184 2309240.0555439754, 3263882.524060793 2302058.453751215, 3254958.1841090955 2247295.364722786, 3214448.050480335 2254524.8747579097));2273,6817624734763
1,25;44,25;2020;4,282;POLYGON ((3599469.742702366 2364540.8968433216, 3605770.0904397625 2419677.7142903623, 3645304.1268170094 2415024.297094715, 3639352.9448001003 2359854.735584231, 3599469.742702366 2364540.8968433216));2218,663031578071
5,75;47,25;2020;9,955;POLYGON ((3978694.99318475 2664443.31220081, 3981960.629120936 2719907.236848687, 4019587.0321006817 2717744.0183642656, 4016684.0170341255 2662263.0591878355, 3978694.99318475 2664443.31220081));2103,9845261725045
20,75;54,25;2020;2,762;POLYGON ((5006874.450608846 3482433.1156498366, 4998681.352447527 3537563.011110322, 5030667.824921844 3542369.5152188167, 5039248.904437604 3487289.541148689, 5006874.450608846 3482433.1156498366));1813,8242472115035
24,25;63,25;2020;20,688;POLYGON ((5028271.5468828585 4503875.958067388, 5016429.401721809 4558258.602722604, 5040851.523516646 4563315.905587339, 5053111.375198955 4509010.982392673, 5028271.5468828585 4503875.958067388));1399,9542457149514
5,75;52,75;2020;0,857;POLYGON ((4015623.5163621614 3275082.4402693883, 4019089.0555626294 3330629.9693004545, 4052592.9626705726 3328666.797202342, 4049512.1915226867 3273100.1216474613, 4015623.5163621614 3275082.4402693883));1878,5253951209536
15,25;52,75;2020;12,87;POLYGON ((4660248.464211234 3277297.7527992143, 4656398.2729227245 3332823.881927483, 4689867.180677015 3335248.4613962187, 4694101.895159888 3279745.9858310865, 4660248.464211234 3277297.7527992143));1878,525390198386
13,25;49,25;2020;10,924;POLYGON ((4540508.370749961 2880784.1978366883, 4538281.725781744 2936340.641068814, 4574466.126209885 2937941.538161754, 4577063.711176517 2882398.7066987925, 4540508.370749961 2880784.1978366883));2024,2110770316228
-6,75;37,75;2020;4,686;POLYGON ((2820010.7069101823 1770223.5026582761, 2830938.1380243525 1824391.635989308, 2873980.9226542376 1814755.6792326036, 2863372.7776654065 1760534.31990838, 2820010.7069101823 1770223.5026582761));2445,389112672054
8,25;52,75;2020;1,851;POLYGON ((4185196.7380499197 3267501.9832989774, 4186737.535514444 3323122.7157595875, 4220296.7044493 3322314.079618597, 4219141.061313798 3266685.464336984, 4185196.7380499197 3267501.9832989774));1878,5254029080977
2,25;49,75;2020;1,098;POLYGON ((3742712.4209180637 2963418.5104086, 3748675.952977144 3018751.225593612, 3784297.753078632 3014970.3708112966, 3778706.063857205 2959604.825240297, 3742712.4209180637 2963418.5104086));2003,8653943804927
12,25;60,75;2020;5,429;POLYGON ((4431215.459094163 4157049.3695884026, 4429551.2135921195 4212569.233318298, 4456677.028520149 4213432.802313079, 4458757.20506145 4157924.7110565766, 4431215.459094163 4157049.3695884026));1519,0346762425615
18,75;50,75;2020;10,221;POLYGON ((4922545.829725978 3078078.3692636667, 4916142.411734986 3133385.5881225667, 4950952.114798186 3137577.5090329163, 4957730.959718469 3082308.152708034, 4922545.829725978 3078078.3692636667));1962,7015102059474
22,25;53,75;2020;6,186;POLYGON ((5113185.72131172 3442696.2154654, 5103876.182122447 3497675.977049954, 5136125.375951603 3503205.625498807, 5145820.059040404 3448282.2137298146, 5113185.72131172 3442696.2154654));1835,5375593737765
-6,25;38,75;2020;0,371;POLYGON ((2884660.3118353235 1868998.4524048, 2895410.683680974 1923261.6208247382, 2937878.4529655073 1914016.4914905198, 2927451.714414121 1859700.2571155238, 2884660.3118353235 1868998.4524048));2412,5209990977405
-1,75;49,25;2020;0,32;POLYGON ((3447152.5990249906 2947759.856224478, 3456035.2435627324 3002750.369733409, 3491728.2264466695 2996977.5305548515, 3483213.689316919 2941937.7182057835, 3447152.5990249906 2947759.856224478));2024,210994477555
22,25;52,25;2020;3,631;POLYGON ((5140833.168109668 3277728.1518641417, 5131664.384429726 3332721.2180155637, 5165063.323949125 3338418.2666439563, 5174611.550647705 3283479.9012788855, 5140833.168109668 3277728.1518641417));1899,7966127533305
3,25;50,25;2020;0,708;POLYGON ((3819948.287940598 3011432.8944596527, 3825196.1624972033 3066835.4617522615, 3860499.344920617 3063570.3667193153, 3855625.641264418 3008138.906242562, 3819948.287940598 3011432.8944596527));1983,3617360531623
14,75;53,25;2020;4,528;POLYGON ((4622910.944437371 3330629.9693004545, 4619427.611998263 3386178.641649437, 4652528.319855559 3388350.939457644, 4656398.2729227245 3332823.881927483, 4622910.944437371 3330629.9693004545));1857,1051824723788
-0,75;48,75;2020;1,266;POLYGON ((3511217.554013691 2881280.2461949955, 3519319.3699525204 2936362.037452294, 3555467.700216102 2931032.9833195447, 3547732.515866599 2875906.585630444, 3511217.554013691 2881280.2461949955));2044,3971806971513
22,75;67,25;2020;17,868;POLYGON ((4867558.326531228 4925486.1586278975, 4856615.315913223 4979829.211532836, 4877743.217971874 4983782.26445722, 4889119.203481865 4929513.40108946, 4867558.326531228 4925486.1586278975));1203,6555683399645
1,75;48,75;2020;5,653;POLYGON ((3694182.2299480014 2856902.131640794, 3700448.7121613235 2912186.151898238, 3736781.1886046273 2908092.503264229, 3730882.370663305 2852774.273867889, 3694182.2299480014 2856902.131640794));2044,3972122522282
18,25;49,75;2020;3,632;POLYGON ((4899287.579081936 2963418.5104086, 4893324.047022856 3018751.225593612, 4928915.195923923 3022775.3414660264, 4935250.389148375 2967477.5784290945, 4899287.579081936 2963418.5104086));2003,865389340927
1,75;47,75;2020;12,412;POLYGON ((3681753.0046486272 2746360.578986824, 3687950.28653896 2801626.5854228563, 3725016.082083511 2797464.889933361, 3719182.4382200753 2742165.4171582675, 3681753.0046486272 2746360.578986824));2084,2853590203513
29,75;62,75;2020;12,704;POLYGON ((5315165.718562308 4516691.240408095, 5298831.384805483 4570106.602365328, 5323102.304715313 4577184.782611695, 5339845.592980737 4523876.124369022, 5315165.718562308 4516691.240408095));1424,0034523546408
-6,25;37,25;2020;0,217;POLYGON ((2852836.139386072 1706335.3905739505, 2863372.7776654065 1760534.31990838, 2906805.2180277808 1751132.1766988786, 2896585.9674013555 1696882.3660636211, 2852836.139386072 1706335.3905739505));2461,5407299370945
15,25;56,75;2020;20,628;POLYGON ((4628897.474810113 3721471.95287261, 4624891.119857902 3776975.060437562, 4655213.656946535 3779201.854290493, 4659620.066998138 3723724.302892204, 4628897.474810113 3721471.95287261));1703,127664609398
23,25;52,25;2020;5,27;POLYGON ((5208343.235300407 3289464.7720249486, 5198415.884234137 3344346.197302561, 5231720.2096568225 3350504.8109226236, 5242026.353382744 3295682.565811737, 5208343.235300407 3289464.7720249486));1899,7965993139387
16,25;50,25;2020;7,03;POLYGON ((4750672.103116001 3005088.5082404977, 4746172.721051664 3060546.7195043233, 4781500.655079383 3063570.3667193153, 4786374.358735582 3008138.906242562, 4750672.103116001 3005088.5082404977));1983,3617400375153
24,25;60,75;2020;15,476;POLYGON ((5086719.553549289 4231552.8496118095, 5075132.278236465 4286068.406847782, 5101625.628522376 4291507.9002184, 5113621.921785757 4237066.857927179, 5086719.553549289 4231552.8496118095));1519,0346444176785
2,75;50,75;2020;0,279;POLYGON ((3789919.636163163 3070341.9019861436, 3795571.6064516245 3125718.3452153597, 3830472.135997862 3122243.2680214494, 3825196.1624972033 3066835.4617522615, 3789919.636163163 3070341.9019861436));1962,7015244294573
9,25;51,75;2020;6,633;POLYGON ((4251561.987263199 3154844.0965633737, 4252324.473944207 3210471.068338138, 4286661.303212923 3210117.7680448084, 4286280.0537046855 3154487.4859172343, 4251561.987263199 3154844.0965633737));1920,9175040155385
10,25;51,25;2020;7,052;POLYGON ((4321000 3098742.5296377395, 4321000 3154368.614427165, 4355719.9462953145 3154487.4859172343, 4356099.194332285 3098862.4932581196, 4321000 3098742.5296377395));1941,8862997745953
16,25;54,25;2020;5,358;POLYGON ((4714006.645679258 3448856.970862679, 4709316.728225136 3504331.57713909, 4741578.858434635 3507131.0572188892, 4746658.860425503 3451685.4605583963, 4714006.645679258 3448856.970862679));1813,824281838236
2,25;44,75;2020;10,102;POLYGON ((3684872.6207718314 2410636.134578913, 3690507.953027506 2465853.8762899106, 3729757.3521741773 2461760.424787338, 3724473.5431766137 2406513.342584639, 3684872.6207718314 2410636.134578913));2199,975302258194
-0,75;44,75;2020;17,171;POLYGON ((3448019.11863128 2440941.3634188394, 3455760.296029239 2495943.165897863, 3494785.665199573 2490270.775946608, 3487395.0245653437 2435228.228615456, 3448019.11863128 2440941.3634188394));2199,9752579850865
8,75;52,75;2020;1,558;POLYGON ((4219141.061313798 3266685.464336984, 4220296.7044493 3322314.079618597, 4253861.399545367 3321736.463013416, 4253090.949343517 3266102.2172198934, 4219141.061313798 3266685.464336984));1878,5254036877939
5,75;43,75;2020;9,842;POLYGON ((3956358.831145545 2276647.242805821, 3959493.1851743115 2331990.9377168724, 3999614.494661257 2329712.5037774653, 3996828.2132346365 2274353.1162918173, 3956358.831145545 2276647.242805821));2237,1776083728505
13,25;57,25;2020;15,884;POLYGON ((4503445.344477514 3770186.849069884, 4501029.021206 3825760.775982504, 4531007.863402749 3827123.882340658, 4533826.674429189 3771565.9228572655, 4503445.344477514 3770186.849069884));1680,573868843397
-8,25;41,75;2020;7,899;POLYGON ((2787650.213102258 2233455.779342159, 2800162.036288601 2287572.144422854, 2840358.9253037134 2277575.2719745673, 2828181.9440400386 2223394.299603873, 2787650.213102258 2233455.779342159));2309,4778329368287
3,75;44,75;2020;19,818;POLYGON ((3803764.558802766 2399064.298021449, 3808344.9316360676 2454364.3704553307, 3847679.073485604 2451061.9654953945, 3843450.595672527 2395738.2416760847, 3803764.558802766 2399064.298021449));2199,975319047015
25,75;65,25;2020;18,225;POLYGON ((5049950.347609342 4736183.875436749, 5036635.885930221 4790190.777624249, 5059241.932096055 4795422.446177219, 5072979.095575286 4741504.250907398, 5049950.347609342 4736183.875436749));1302,6473859245777
-0,75;39,75;2020;5,744;POLYGON ((3373154.164654365 1891906.9094891348, 3380429.788938749 1946714.2859315788, 3422867.5242037117 1940656.178260009, 3415921.6270076735 1885812.8874304378, 3373154.164654365 1891906.9094891348));2378,907136969808
-1,75;41,25;2020;3,733;POLYGON ((3311718.510422473 2069201.6778790706, 3319807.1678742464 2123998.3048860803, 3361149.6199958865 2117499.9300315045, 3353396.6872536787 2062662.438769742, 3311718.510422473 2069201.6778790706));2327,107497721918
2,25;45,75;2020;14,677;POLYGON ((3696176.6299823667 2521087.8798452835, 3701878.5340186665 2576337.0920730974, 3740418.6982201138 2572303.3682219824, 3735072.440571125 2517024.1177222477, 3696176.6299823667 2521087.8798452835));2162,085396914353
26,25;68,25;2020;18,854;POLYGON ((4989714.958157282 5064434.070408987, 4975642.808112338 5118112.630465615, 4995636.621768456 5122943.312618295, 5010140.606910629 5069360.65055073, 4989714.958157282 5064434.070408987));1153,5664455059102
16,75;49,75;2020;6,932;POLYGON ((4791221.8631023085 2952714.062649003, 4786374.358735582 3008138.906242562, 4822051.712059402 3011432.8944596527, 4827271.388235597 2956036.6396203497, 4791221.8631023085 2952714.062649003));2003,8654035257853
27,25;64,25;2020;15,782;POLYGON ((5147877.900632102 4645067.343542752, 5133417.283074893 4698873.552453922, 5156722.190327464 4704788.157012285, 5171600.220667159 4651077.512065032, 5147877.900632102 4645067.343542752));1351,5190605785465
0,25;42,25;2020;10,46;POLYGON ((3492242.602439562 2154629.2193961823, 3499072.4618239035 2209621.67360787, 3539914.4652525345 2204294.749930147, 3533425.1514093825 2149267.548326713, 3492242.602439562 2154629.2193961823));2291,669067065849
19,75;65,25;2020;25,509;POLYGON ((4770524.7800617255 4685385.600011556, 4762325.926542892 4740238.014995626, 4785368.052852261 4743491.9412554735, 4793995.802561642 4688694.521894918, 4770524.7800617255 4685385.600011556));1302,64737588445
19,75;49,75;2020;9,07;POLYGON ((5007075.798170798 2976331.35817514, 4999997.8736066865 3031552.8488492114, 5035485.568724835 3036305.967362858, 5042934.54041408 2981125.79839461, 5007075.798170798 2976331.35817514));2003,8653723643752
27,75;66,25;2020;21,786;POLYGON ((5111718.557061624 4865692.842892228, 5096594.951705154 4919248.235223087, 5118165.522127805 4924929.848433542, 5133712.334416641 4871475.948015684, 5111718.557061624 4865692.842892228));1253,3544360585734
-7,75;43,25;2020;7,333;POLYGON ((2864938.1391976494 2385968.8439628338, 2877339.8143602815 2440179.3668023273, 2916594.0614563227 2430646.6601791126, 2904533.4542836174 2376370.955574778, 2864938.1391976494 2385968.8439628338));2255,517388283107
15,75;51,25;2020;6,709;POLYGON ((4706674.904942694 3113253.5203322764, 4702505.834323446 3168747.435534112, 4737101.706341742 3171479.5433847695, 4741649.227197827 3116010.7562967218, 4706674.904942694 3113253.5203322764));1941,8862807289133
12,75;52,75;2020;5,334;POLYGON ((4490740.165513505 3268551.747100368, 4488814.265199307 3324162.3443266056, 4522356.855626844 3325432.930459189, 4524667.794431069 3269834.721014678, 4490740.165513505 3268551.747100368));1878,5254005700438
-8,75;41,75;2020;4,363;POLYGON ((2747195.4835999403 2243789.801487324, 2760041.863758454 2297839.758315485, 2800162.036288601 2287572.144422854, 2787650.213102258 2233455.779342159, 2747195.4835999403 2243789.801487324));2309,477816725302
6,75;45,25;2020;10,393;POLYGON ((4044672.561507572 2438509.479866337, 4047154.7976670815 2493941.644797176, 4086249.4375950196 2492235.962392393, 4084121.688914395 2436791.359383873, 4044672.561507572 2438509.479866337));2181,1156858162813
5,25;51,25;2020;8,281;POLYGON ((3970320.2300174762 3110735.7505430346, 3974110.7172909505 3166252.6074205744, 4008746.0683483 3163995.139518509, 4005334.2853793334 3108457.52702652, 3970320.2300174762 3110735.7505430346));1941,8862867801513
23,25;63,25;2020;15,486;POLYGON ((4978465.490350122 4494140.60579235, 4967460.337083743 4548670.532868415, 4991965.17376806 4553376.739851399, 5003389.079695883 4498919.09363773, 4978465.490350122 4494140.60579235));1399,9542465734378
11,75;52,75;2020;3,604;POLYGON ((4422858.938686202 3266685.464336984, 4421703.2955507 3322314.079618597, 4455262.464485556 3323122.7157595875, 4456803.26195008 3267501.9832989774, 4422858.938686202 3266685.464336984));1878,525402908098
21,25;62,75;2020;11,488;POLYGON ((4887675.571886944 4421997.225903415, 4878390.268780947 4476814.47440677, 4903463.16648829 4480877.448773384, 4913167.314078702 4426121.080488943, 4887675.571886944 4421997.225903415));1424,0034650159155
6,25;44,75;2020;7,877;POLYGON ((4002417.627768239 2385092.415764946, 4005237.5537424185 2440491.8033988723, 4044672.561507572 2438509.479866337, 4042204.972052225 2383095.9087664657, 4002417.627768239 2385092.415764946));2199,975339059968
20,75;64,25;2020;24,05;POLYGON ((4835436.943317603 4582605.784996693, 4826456.367866107 4637403.071635935, 4850294.398762857 4641109.239015138, 4859699.537617665 4586371.596986009, 4835436.943317603 4582605.784996693));1351,5190569522285
23,25;52,75;2020;5,141;POLYGON ((5198415.884234137 3344346.197302561, 5188437.635630307 3399223.1511813044, 5221361.274207665 3405321.9911905364, 5231720.2096568225 3350504.8109226236, 5198415.884234137 3344346.197302561));1878,525314440158
14,25;63,25;2020;17,202;POLYGON ((4524541.5589804 4438829.6222868655, 4521139.913361128 4494194.652310464, 4546118.975923678 4495711.160258696, 4549945.345398808 4440369.33887999, 4524541.5589804 4438829.6222868655));1399,9542531191053
8,25;46,75;2020;8,458;POLYGON ((4167335.100630922 2600591.798374726, 4168778.670466722 2656106.106961868, 4206827.0754265785 2655208.101680515, 4205744.36380845 2599686.859677677, 4167335.100630922 2600591.798374726));2123,5185055988995
6,25;46,75;2020;11,432;POLYGON ((4013797.503737746 2606796.2998152287, 4016684.0170341255 2662263.0591878355, 4054688.8763814247 2660339.161320451, 4052163.005931759 2604857.54173241, 4013797.503737746 2606796.2998152287));2123,5184974821636
14,75;49,75;2020;5,272;POLYGON ((4646792.540029953 2941881.75812414, 4643435.082343872 2997399.762231263, 4679200.549044932 2999718.853159563, 4682930.6995410025 2944220.9609660343, 4646792.540029953 2941881.75812414));2003,8654180612234
14,75;64,75;2020;7,267;POLYGON ((4538416.712536464 4606327.887232692, 4534540.933845769 4661600.567053818, 4558221.840591855 4663216.14235919, 4562527.633401976 4607970.055190436, 4538416.712536464 4606327.887232692));1327,136829816306
29,75;63,75;2020;37,18;POLYGON ((5282428.031509362 4623484.916231963, 5265955.929226819 4676825.059742151, 5289404.116739309 4683687.21009008, 5306288.386459924 4630455.518712554, 5282428.031509362 4623484.916231963));1375,792156331667
16,25;65,25;2020;18,046;POLYGON ((4605538.763727214 4666956.5856904965, 4600351.790785536 4722115.095376888, 4623553.7572233025 4724204.521583574, 4629171.886366031 4669081.284304115, 4605538.763727214 4666956.5856904965));1302,647372886663
5,25;49,25;2020;8,474;POLYGON ((3955359.403893999 2888731.535481982, 3959069.3004589975 2944220.9609660343, 3995207.459970047 2941881.75812414, 3991868.2381215515 2886372.435184942, 3955359.403893999 2888731.535481982));2024,211069216353
-0,75;43,25;2020;7,394;POLYGON ((3425071.1047966275 2276028.651611214, 3432674.3586692186 2330983.0586950732, 3472745.1921541984 2325189.8824917087, 3465486.3136763913 2270196.1789531885, 3425071.1047966275 2276028.651611214));2255,5175553783947
12,75;54,25;2020;3,751;POLYGON ((4484932.806242376 3435387.786430066, 4482977.316669478 3491000.46208752, 4515352.959877357 3492233.1373921004, 4517699.396888654 3436633.223310968, 4484932.806242376 3435387.786430066));1813,8242962416882
20,25;52,25;2020;2,992;POLYGON ((5005290.030125902 3257056.055399485, 4997641.945093298 3312245.546270323, 5031207.8461134555 3317017.235405522, 5039236.518881937 3261873.4953382937, 5005290.030125902 3257056.055399485));1899,7966365934649
23,75;61,75;2020;14,333;POLYGON ((5037366.883901396 4335381.461241431, 5026090.115894957 4389920.3386654435, 5051803.859482127 4395025.345506248, 5063493.65019703 4340559.609724969, 5037366.883901396 4335381.461241431));1471,7558546843425
4,75;47,75;2020;12,712;POLYGON ((3906762.968016919 2724996.467892016, 3910776.148873855 2780432.8020273647, 3948000.6576533397 2777782.3601754582, 3944351.9511024216 2722324.7432039045, 3906762.968016919 2724996.467892016));2084,2853874520033
21,25;64,25;2020;9,619;POLYGON ((4859699.537617665 4586371.596986009, 4850294.398762857 4641109.239015138, 4874100.173197557 4644986.507609772, 4883929.444510806 4590311.278763395, 4859699.537617665 4586371.596986009));1351,5190570647287
16,75;65,75;2020;16,832;POLYGON ((4623553.7572233025 4724204.521583574, 4617912.147025109 4779300.356951696, 4640662.874011257 4781518.087155757, 4646737.164542851 4726460.653833223, 4623553.7572233025 4724204.521583574));1278,0525916585977
24,25;60,25;2020;9,065;POLYGON ((5098255.2854265105 4177014.049355925, 5086719.553549289 4231552.8496118095, 5113621.921785757 4237066.857927179, 5125564.911927924 4182601.932379464, 5098255.2854265105 4177014.049355925));1542,491907577465
23,25;60,25;2020;15,403;POLYGON ((5043500.682260903 4166420.5734435255, 5032780.897183553 4221099.353834007, 5059772.009108618 4226230.275127247, 5070900.000120608 4171620.18982878, 5043500.682260903 4166420.5734435255));1542,4919123985394
12,75;50,25;2020;12,845;POLYGON ((4500219.983792892 2990563.227377381, 4498344.094543911 3046148.7438530265, 4533791.972079086 3047480.024370695, 4536042.912062571 2991906.2736229575, 4500219.983792892 2990563.227377381));1983,361759387862
1,75;41,25;2020;3,074;POLYGON ((3604399.100850477 2029251.7209694262, 3610134.432841492 2084297.6844171348, 3651767.50257239 2079729.887571838, 3646368.910117223 2024655.2848908694, 3604399.100850477 2029251.7209694262));2327,1075605473125
3,75;43,75;2020;5,898;POLYGON ((3794685.610304585 2288520.078949878, 3799211.4197193477 2343782.517896885, 3839247.2687196154 2340433.0917893113, 3835069.1810910488 2285147.564703452, 3794685.610304585 2288520.078949878));2237,1775909347507
12,25;48,25;2020;4,131;POLYGON ((4470309.442164533 2767177.887233131, 4468841.182075458 2822733.234367694, 4505786.864363093 2823860.415357197, 4507622.110475114 2768314.2877330203, 4470309.442164533 2767177.887233131));2064,4225050250575
-3,25;41,75;2020;6,269;POLYGON ((3196087.1986417454 2145144.104361248, 3205239.1354270037 2199825.877980698, 3246088.5679160897 2192549.0535600437, 3237273.8732429743 2137820.559545407, 3196087.1986417454 2145144.104361248));2309,4779714095507
12,75;53,75;2020;3,239;POLYGON ((4486878.467244934 3379774.718690759, 4484932.806242376 3435387.786430066, 4517699.396888654 3436633.223310968, 4520034.042602794 3381032.792496103, 4486878.467244934 3379774.718690759));1835,5376267986903
23,25;68,25;2020;12,946;POLYGON ((4866321.6387774935 5038013.440935623, 4854854.632337873 5092205.804414345, 4875077.814734233 5096156.179219756, 4886980.582366968 5042042.108629761, 4866321.6387774935 5038013.440935623));1153,5664258004738
4,25;47,25;2020;8,716;POLYGON ((3864842.734478761 2672521.5480269166, 3869195.6500034565 2727922.3340216, 3906762.968016919 2724996.467892016, 3902772.3717509066 2669572.6293263827, 3864842.734478761 2672521.5480269166));2103,9845153681276
-2,75;36,75;2020;0,612;POLYGON ((3152191.6198534956 1591742.533777016, 3160446.0665893983 1646236.2107881699, 3204629.5490804957 1638808.829771765, 3196691.4712735144 1584275.9376138374, 3152191.6198534956 1591742.533777016));2477,502682456656
9,75;46,25;2020;15,225;POLYGON ((4282219.958181992 2543139.4123820667, 4282578.802559749 2598652.6080122753, 4321000 2598523.3238534243, 4321000 2543009.1490762914, 4282219.958181992 2543139.4123820667));2142,885931045229
22,75;51,25;2020;3,937;POLYGON ((5193560.300735854 3173595.797531976, 5184110.60254081 3228538.718175446, 5218219.5029645935 3234579.9575751154, 5228044.500810636 3179692.834235104, 5193560.300735854 3173595.797531976));1941,8862067662844
14,75;56,25;2020;14,824;POLYGON ((4601746.228524654 3663901.1532505797, 4598157.440160106 3719433.862334577, 4628897.474810113 3721471.95287261, 4632884.549024921 3665962.1500697937, 4601746.228524654 3663901.1532505797));1725,5455274575147
5,75;45,75;2020;10,118;POLYGON ((3969009.6949915346 2498139.821835039, 3972219.460911879 2553558.5463830736, 4010927.550042556 2551344.7995641655, 4008074.2139716963 2495909.6156964507, 3969009.6949915346 2498139.821835039));2162,0854291995797
12,75;48,25;2020;4,046;POLYGON ((4507622.110475114 2768314.2877330203, 4505786.864363093 2823860.415357197, 4542722.8043424515 2825238.0131371617, 4544924.983795588 2769703.1542389793, 4507622.110475114 2768314.2877330203));2064,4225033069415
24,25;68,25;2020;16,368;POLYGON ((4907603.915851969 5046220.964743564, 4895265.985453372 5100253.803615814, 4915417.856581779 5104498.474855799, 4928190.328976299 5050549.804765364, 4907603.915851969 5046220.964743564));1153,566431824016
19,75;50,25;2020;4,979;POLYGON ((4999997.8736066865 3031552.8488492114, 4992881.814482091 3086778.7941258224, 5027996.488896505 3091490.152447863, 5035485.568724835 3036305.967362858, 4999997.8736066865 3031552.8488492114));1983,3617058078032
12,75;59,75;2020;18,505;POLYGON ((4462889.352068462 4046865.707025784, 4460827.9905518545 4102401.977838585, 4488775.62670017 4103486.0300016184, 4491249.075842417 4047963.896449213, 4462889.352068462 4046865.707025784));1565,8253998478015
6,25;44,25;2020;18,119;POLYGON ((3999614.494661257 2329712.5037774653, 4002417.627768239 2385092.415764946, 4042204.972052225 2383095.9087664657, 4039752.080559667 2327701.982472426, 3999614.494661257 2329712.5037774653));2218,6630825052275
20,75;50,25;2020;1,624;POLYGON ((5070934.945298966 3041301.8009393015, 5063073.077693481 3096442.0788679, 5098109.675450364 3101634.4168249024, 5106344.086055995 3046540.1938228277, 5070934.945298966 3041301.8009393015));1983,3616933320575
19,75;53,75;2020;5,861;POLYGON ((4949392.210156404 3418167.7419789606, 4942012.988426227 3473394.69446119, 4974461.8735596165 3477801.446420094, 4982227.7260446325 3422619.3261363143, 4949392.210156404 3418167.7419789606));1835,5375851962349
19,75;50,75;2020;7,566;POLYGON ((4992881.814482091 3086778.7941258224, 4985727.756610074 3142008.1201542113, 5020467.444104096 3146677.2797245844, 5027996.488896505 3091490.152447863, 4992881.814482091 3086778.7941258224));1962,7014992702195
16,75;64,25;2020;22,438;POLYGON ((4640337.3703500815 4558757.067526743, 4634766.451765173 4613931.761204861, 4658809.854483645 4616263.767293286, 4664808.0751039125 4561126.546041264, 4640337.3703500815 4558757.067526743));1351,519056559712
27,25;63,75;2020;15,163;POLYGON ((5162278.1831716485 4591225.904416004, 5147877.900632102 4645067.343542752, 5171600.220667159 4651077.512065032, 5186416.265201059 4597330.865835308, 5162278.1831716485 4591225.904416004));1375,7921553543995
-4,25;37,25;2020;2,063;POLYGON ((3028237.246950022 1670257.0507575846, 3037503.287752795 1724649.9654801593, 3081195.7443462573 1716397.9289549333, 3072247.769245158 1661960.4849344154, 3028237.246950022 1670257.0507575846));2461,5407904111376
-5,75;38,75;2020;0,921;POLYGON ((2927451.714414121 1859700.2571155238, 2937878.4529655073 1914016.4914905198, 2980413.86611838 1905053.6959822858, 2970310.960741808 1850686.0533917665, 2927451.714414121 1859700.2571155238));2412,5210144057937
26,25;60,75;2020;14,355;POLYGON ((5194041.890448678 4254755.170151446, 5180821.666926338 4308957.003301429, 5207120.378655738 4315149.434007971, 5220747.477998113 4261032.557263105, 5194041.890448678 4254755.170151446));1519,0346354483092
7,75;46,25;2020;3,585;POLYGON ((4127139.76260805 2546265.553020363, 4128933.793759786 2601755.2477665613, 4167335.100630922 2600591.798374726, 4165899.8184820665 2545093.2904915367, 4127139.76260805 2546265.553020363));2142,885927272593
30,25;64,25;2020;23,236;POLYGON ((5289404.116739309 4683687.21009008, 5272449.77317938 4736878.732698258, 5295425.758759718 4743798.3030641405, 5312793.0734489495 4690718.855535073, 5289404.116739309 4683687.21009008));1351,519064683629
